,data_year,county_name,Total Violent Crime
434,2022,FRESNO,65.0
435,2017,FRESNO,92.0
436,2018,FRESNO,130.0
437,2019,FRESNO,120.0
438,2020,FRESNO,112.0
439,2022,FRESNO,110.0
440,2017,FRESNO,174.0
441,2018,FRESNO,195.0
442,2019,FRESNO,190.0
443,2020,FRESNO,175.0
444,2022,FRESNO,154.0
445,2017,FRESNO,165.0
446,2018,FRESNO,158.0
447,2019,FRESNO,176.0
448,2020,FRESNO,210.0
449,2022,FRESNO,187.0
450,2017,FRESNO,183.0
451,2018,FRESNO,193.0
452,2019,FRESNO,176.0
453,2020,FRESNO,178.0
454,2022,FRESNO,201.0
455,2017,FRESNO,26.0
456,2018,FRESNO,35.0
457,2019,FRESNO,25.0
458,2020,FRESNO,5.0
459,2022,FRESNO,11.0
460,2017,FRESNO,0.0
461,2018,FRESNO,0.0
462,2019,FRESNO,0.0
463,2017,FRESNO,4.0
464,2018,FRESNO,3.0
465,2019,FRESNO,4.0
466,2020,FRESNO,6.0
467,2022,FRESNO,20.0
468,2017,FRESNO,21.0
469,2018,FRESNO,20.0
470,2019,FRESNO,17.0
471,2020,FRESNO,10.0
472,2022,FRESNO,11.0
473,2021,FRESNO,0.0
474,2022,FRESNO,0.0
475,2021,FRESNO,0.0
476,2021,FRESNO,0.0
477,2022,FRESNO,0.0
478,2021,FRESNO,0.0
479,2022,FRESNO,1.0
480,2021,FRESNO,0.0
481,2022,FRESNO,7.0
482,2017,GLENN,107.0
483,2018,GLENN,142.0
484,2019,GLENN,169.0
485,2020,GLENN,108.0
486,2021,GLENN,26.0
487,2022,GLENN,30.0
488,2017,GLENN,57.0
489,2018,GLENN,69.0
490,2019,GLENN,42.0
491,2020,GLENN,48.0
492,2022,GLENN,50.0
493,2021,GLENN,0.0
494,2022,GLENN,0.0
495,2017,HUMBOLDT,254.0
496,2018,HUMBOLDT,291.0
497,2019,HUMBOLDT,401.0
498,2020,HUMBOLDT,298.0
499,2022,HUMBOLDT,367.0
500,2017,HUMBOLDT,158.0
501,2018,HUMBOLDT,132.0
502,2019,HUMBOLDT,122.0
503,2020,HUMBOLDT,101.0
504,2022,HUMBOLDT,117.0
505,2017,HUMBOLDT,458.0
506,2018,HUMBOLDT,419.0
507,2019,HUMBOLDT,357.0
508,2020,HUMBOLDT,311.0
509,2022,HUMBOLDT,304.0
510,2017,HUMBOLDT,5.0
511,2018,HUMBOLDT,4.0
512,2019,HUMBOLDT,4.0
513,2020,HUMBOLDT,8.0
514,2021,HUMBOLDT,0.0
515,2022,HUMBOLDT,5.0
516,2017,HUMBOLDT,74.0
517,2018,HUMBOLDT,88.0
518,2019,HUMBOLDT,74.0
519,2020,HUMBOLDT,103.0
520,2021,HUMBOLDT,11.0
521,2022,HUMBOLDT,59.0
522,2017,HUMBOLDT,59.0
523,2018,HUMBOLDT,31.0
524,2019,HUMBOLDT,32.0
525,2020,HUMBOLDT,34.0
526,2021,HUMBOLDT,6.0
527,2022,HUMBOLDT,33.0
528,2017,HUMBOLDT,4.0
529,2018,HUMBOLDT,5.0
530,2019,HUMBOLDT,4.0
531,2020,HUMBOLDT,1.0
532,2022,HUMBOLDT,1.0
533,2017,HUMBOLDT,7.0
534,2018,HUMBOLDT,4.0
535,2019,HUMBOLDT,11.0
536,2020,HUMBOLDT,3.0
537,2021,HUMBOLDT,0.0
538,2022,HUMBOLDT,2.0
539,2021,HUMBOLDT,0.0
540,2022,HUMBOLDT,12.0
541,2021,HUMBOLDT,1.0
542,2022,HUMBOLDT,4.0
543,2017,IMPERIAL,389.0
544,2018,IMPERIAL,289.0
545,2019,IMPERIAL,263.0
546,2020,IMPERIAL,213.0
547,2022,IMPERIAL,199.0
548,2017,IMPERIAL,192.0
549,2018,IMPERIAL,214.0
550,2019,IMPERIAL,182.0
551,2020,IMPERIAL,146.0
552,2022,IMPERIAL,146.0
553,2017,IMPERIAL,117.0
554,2018,IMPERIAL,123.0
555,2019,IMPERIAL,132.0
556,2020,IMPERIAL,85.0
557,2022,IMPERIAL,78.0
558,2017,IMPERIAL,306.0
559,2018,IMPERIAL,270.0
560,2019,IMPERIAL,259.0
561,2020,IMPERIAL,229.0
562,2022,IMPERIAL,210.0
563,2017,IMPERIAL,32.0
564,2018,IMPERIAL,6.0
565,2019,IMPERIAL,4.0
566,2020,IMPERIAL,2.0
567,2022,IMPERIAL,20.0
568,2017,IMPERIAL,39.0
569,2018,IMPERIAL,28.0
570,2019,IMPERIAL,27.0
571,2020,IMPERIAL,41.0
572,2022,IMPERIAL,33.0
573,2017,IMPERIAL,12.0
574,2018,IMPERIAL,25.0
575,2020,IMPERIAL,29.0
576,2017,IMPERIAL,1.0
577,2018,IMPERIAL,0.0
578,2019,IMPERIAL,0.0
579,2021,IMPERIAL,0.0
580,2022,IMPERIAL,3.0
581,2021,IMPERIAL,0.0
582,2022,IMPERIAL,2.0
583,2017,INYO,121.0
584,2018,INYO,127.0
585,2019,INYO,100.0
586,2020,INYO,118.0
587,2022,INYO,83.0
588,2017,INYO,80.0
589,2018,INYO,52.0
590,2019,INYO,53.0
591,2020,INYO,22.0
592,2022,INYO,43.0
593,2021,INYO,0.0
594,2022,INYO,5.0
595,2017,KERN,2146.0
596,2018,KERN,2445.0
597,2019,KERN,2356.0
598,2020,KERN,2289.0
599,2022,KERN,2295.0
600,2017,KERN,116.0
601,2018,KERN,92.0
602,2019,KERN,118.0
603,2020,KERN,138.0
604,2022,KERN,83.0
605,2017,KERN,2843.0
606,2018,KERN,2584.0
607,2019,KERN,2586.0
608,2020,KERN,2203.0
609,2022,KERN,2441.0
610,2017,KERN,226.0
611,2018,KERN,228.0
612,2019,KERN,237.0
613,2020,KERN,132.0
614,2021,KERN,13.0
615,2022,KERN,114.0
616,2017,KERN,80.0
617,2018,KERN,83.0
618,2019,KERN,95.0
619,2020,KERN,81.0
620,2022,KERN,85.0
621,2017,KERN,315.0
622,2018,KERN,335.0
623,2019,KERN,260.0
624,2020,KERN,322.0
625,2021,KERN,14.0
626,2022,KERN,175.0
627,2017,KERN,120.0
628,2018,KERN,122.0
629,2019,KERN,146.0
630,2020,KERN,125.0
631,2022,KERN,133.0
632,2017,KERN,57.0
633,2018,KERN,55.0
634,2019,KERN,77.0
635,2020,KERN,59.0
636,2022,KERN,63.0
637,2017,KERN,80.0
638,2018,KERN,119.0
639,2019,KERN,107.0
640,2020,KERN,107.0
641,2022,KERN,60.0
642,2017,KERN,141.0
643,2018,KERN,107.0
644,2019,KERN,101.0
645,2020,KERN,86.0
646,2022,KERN,88.0
647,2022,KERN,0.0
648,2017,KERN,4.0
649,2018,KERN,0.0
650,2019,KERN,5.0
651,2020,KERN,11.0
652,2022,KERN,11.0
653,2017,KERN,9.0
654,2018,KERN,11.0
655,2019,KERN,13.0
656,2020,KERN,5.0
657,2022,KERN,2.0
658,2018,KERN,171.0
659,2019,KERN,199.0
660,2020,KERN,54.0
661,2022,KERN,96.0
662,2017,KERN,0.0
663,2018,KERN,0.0
664,2019,KERN,0.0
665,2020,KERN,0.0
666,2022,KERN,0.0
667,2021,KERN,1.0
668,2022,KERN,11.0
669,2021,KERN,0.0
670,2022,KERN,0.0
671,2021,KERN,0.0
672,2022,KERN,0.0
673,2021,KERN,1.0
674,2022,KERN,4.0
675,2017,KINGS,153.0
676,2018,KINGS,200.0
677,2019,KINGS,189.0
678,2020,KINGS,159.0
679,2021,KINGS,14.0
680,2022,KINGS,111.0
681,2017,KINGS,107.0
682,2018,KINGS,113.0
683,2019,KINGS,95.0
684,2020,KINGS,99.0
685,2021,KINGS,31.0
686,2022,KINGS,82.0
687,2017,KINGS,338.0
688,2018,KINGS,405.0
689,2019,KINGS,375.0
690,2020,KINGS,330.0
691,2021,KINGS,100.0
692,2022,KINGS,296.0
693,2017,KINGS,216.0
694,2018,KINGS,188.0
695,2019,KINGS,212.0
696,2020,KINGS,159.0
697,2021,KINGS,72.0
698,2022,KINGS,175.0
699,2022,KINGS,25.0
700,2021,KINGS,0.0
701,2022,KINGS,5.0
702,2017,LAKE,303.0
703,2018,LAKE,290.0
704,2019,LAKE,254.0
705,2020,LAKE,216.0
706,2021,LAKE,30.0
707,2022,LAKE,135.0
708,2017,LAKE,46.0
709,2018,LAKE,66.0
710,2019,LAKE,57.0
711,2020,LAKE,44.0
712,2021,LAKE,4.0
713,2022,LAKE,39.0
714,2017,LAKE,259.0
715,2018,LAKE,307.0
716,2019,LAKE,242.0
717,2020,LAKE,242.0
718,2022,LAKE,234.0
719,2021,LAKE,0.0
720,2022,LAKE,0.0
721,2017,LASSEN,91.0
722,2018,LASSEN,91.0
723,2019,LASSEN,104.0
724,2020,LASSEN,75.0
725,2021,LASSEN,10.0
726,2022,LASSEN,46.0
727,2017,LASSEN,86.0
728,2018,LASSEN,82.0
729,2019,LASSEN,75.0
730,2020,LASSEN,70.0
731,2021,LASSEN,5.0
732,2022,LASSEN,46.0
733,2021,LASSEN,0.0
734,2022,LASSEN,1.0
735,2017,LOS ANGELES,4273.0
736,2018,LOS ANGELES,4055.0
737,2019,LOS ANGELES,4274.0
738,2020,LOS ANGELES,4082.0
739,2022,LOS ANGELES,4130.0
740,2017,LOS ANGELES,215.0
741,2018,LOS ANGELES,255.0
742,2019,LOS ANGELES,249.0
743,2020,LOS ANGELES,220.0
744,2021,LOS ANGELES,254.0
745,2022,LOS ANGELES,262.0
746,2017,LOS ANGELES,115.0
747,2018,LOS ANGELES,101.0
748,2019,LOS ANGELES,115.0
749,2020,LOS ANGELES,100.0
750,2021,LOS ANGELES,71.0
751,2022,LOS ANGELES,93.0
752,2017,LOS ANGELES,56.0
753,2018,LOS ANGELES,43.0
754,2019,LOS ANGELES,52.0
755,2020,LOS ANGELES,59.0
756,2022,LOS ANGELES,66.0
757,2017,LOS ANGELES,34.0
758,2018,LOS ANGELES,28.0
759,2019,LOS ANGELES,36.0
760,2020,LOS ANGELES,53.0
761,2022,LOS ANGELES,34.0
762,2017,LOS ANGELES,200.0
763,2018,LOS ANGELES,180.0
764,2019,LOS ANGELES,205.0
765,2020,LOS ANGELES,178.0
766,2022,LOS ANGELES,191.0
767,2017,LOS ANGELES,267.0
768,2018,LOS ANGELES,270.0
769,2019,LOS ANGELES,202.0
770,2020,LOS ANGELES,182.0
771,2021,LOS ANGELES,127.0
772,2022,LOS ANGELES,186.0
773,2017,LOS ANGELES,171.0
774,2018,LOS ANGELES,158.0
775,2019,LOS ANGELES,185.0
776,2020,LOS ANGELES,163.0
777,2022,LOS ANGELES,125.0
778,2017,LOS ANGELES,316.0
779,2018,LOS ANGELES,343.0
780,2019,LOS ANGELES,340.0
781,2020,LOS ANGELES,316.0
782,2022,LOS ANGELES,387.0
783,2017,LOS ANGELES,166.0
784,2018,LOS ANGELES,155.0
785,2019,LOS ANGELES,152.0
786,2020,LOS ANGELES,174.0
787,2022,LOS ANGELES,167.0
788,2017,LOS ANGELES,14.0
789,2018,LOS ANGELES,7.0
790,2019,LOS ANGELES,3.0
791,2020,LOS ANGELES,2.0
792,2022,LOS ANGELES,0.0
793,2017,LOS ANGELES,11.0
794,2018,LOS ANGELES,16.0
795,2019,LOS ANGELES,5.0
796,2020,LOS ANGELES,7.0
797,2022,LOS ANGELES,7.0
798,2017,LOS ANGELES,1.0
799,2018,LOS ANGELES,1.0
800,2019,LOS ANGELES,3.0
801,2020,LOS ANGELES,0.0
802,2022,LOS ANGELES,2.0
803,2017,LOS ANGELES,264.0
804,2018,LOS ANGELES,132.0
805,2019,LOS ANGELES,137.0
806,2020,LOS ANGELES,119.0
807,2022,LOS ANGELES,152.0
808,2017,LOS ANGELES,5.0
809,2018,LOS ANGELES,6.0
810,2019,LOS ANGELES,7.0
811,2020,LOS ANGELES,1.0
812,2022,LOS ANGELES,4.0
813,2017,LOS ANGELES,12.0
814,2018,LOS ANGELES,5.0
815,2019,LOS ANGELES,11.0
816,2020,LOS ANGELES,14.0
817,2022,LOS ANGELES,19.0
818,2017,LOS ANGELES,178.0
819,2018,LOS ANGELES,216.0
820,2019,LOS ANGELES,214.0
821,2020,LOS ANGELES,194.0
822,2022,LOS ANGELES,199.0
823,2017,LOS ANGELES,5.0
824,2018,LOS ANGELES,1.0
825,2019,LOS ANGELES,2.0
826,2020,LOS ANGELES,0.0
827,2022,LOS ANGELES,1.0
828,2017,LOS ANGELES,411.0
829,2018,LOS ANGELES,428.0
830,2019,LOS ANGELES,441.0
831,2020,LOS ANGELES,317.0
832,2021,LOS ANGELES,29.0
833,2022,LOS ANGELES,344.0
834,2017,LOS ANGELES,152.0
835,2018,LOS ANGELES,146.0
836,2019,LOS ANGELES,158.0
837,2020,LOS ANGELES,124.0
838,2022,LOS ANGELES,55.0
839,2017,LOS ANGELES,57.0
840,2018,LOS ANGELES,59.0
841,2019,LOS ANGELES,73.0
842,2020,LOS ANGELES,91.0
843,2022,LOS ANGELES,96.0
844,2017,LOS ANGELES,485.0
845,2018,LOS ANGELES,492.0
846,2019,LOS ANGELES,449.0
847,2020,LOS ANGELES,435.0
848,2022,LOS ANGELES,378.0
849,2017,LOS ANGELES,247.0
850,2018,LOS ANGELES,263.0
851,2019,LOS ANGELES,289.0
852,2020,LOS ANGELES,205.0
853,2021,LOS ANGELES,103.0
854,2022,LOS ANGELES,218.0
855,2017,LOS ANGELES,54.0
856,2018,LOS ANGELES,73.0
857,2019,LOS ANGELES,58.0
858,2020,LOS ANGELES,76.0
859,2022,LOS ANGELES,97.0
860,2017,LOS ANGELES,171.0
861,2018,LOS ANGELES,174.0
862,2019,LOS ANGELES,183.0
863,2020,LOS ANGELES,141.0
864,2021,LOS ANGELES,120.0
865,2022,LOS ANGELES,159.0
866,2017,LOS ANGELES,73.0
867,2018,LOS ANGELES,86.0
868,2019,LOS ANGELES,100.0
869,2020,LOS ANGELES,68.0
870,2022,LOS ANGELES,86.0
871,2017,LOS ANGELES,23.0
872,2018,LOS ANGELES,36.0
873,2019,LOS ANGELES,22.0
874,2020,LOS ANGELES,41.0
875,2022,LOS ANGELES,30.0
876,2017,LOS ANGELES,263.0
877,2018,LOS ANGELES,322.0
878,2019,LOS ANGELES,325.0
879,2020,LOS ANGELES,214.0
880,2022,LOS ANGELES,311.0
881,2019,LOS ANGELES,13.0
882,2020,LOS ANGELES,13.0
883,2017,LOS ANGELES,585.0
884,2018,LOS ANGELES,498.0
885,2019,LOS ANGELES,568.0
886,2020,LOS ANGELES,482.0
887,2022,LOS ANGELES,561.0
888,2017,LOS ANGELES,72.0
889,2018,LOS ANGELES,51.0
890,2019,LOS ANGELES,68.0
891,2020,LOS ANGELES,77.0
892,2022,LOS ANGELES,91.0
893,2017,LOS ANGELES,382.0
894,2018,LOS ANGELES,428.0
895,2019,LOS ANGELES,370.0
896,2020,LOS ANGELES,353.0
897,2022,LOS ANGELES,422.0
898,2017,LOS ANGELES,70.0
899,2018,LOS ANGELES,59.0
900,2019,LOS ANGELES,49.0
901,2020,LOS ANGELES,42.0
902,2022,LOS ANGELES,65.0
903,2017,LOS ANGELES,568.0
904,2018,LOS ANGELES,572.0
905,2019,LOS ANGELES,608.0
906,2020,LOS ANGELES,523.0
907,2021,LOS ANGELES,352.0
908,2022,LOS ANGELES,398.0
909,2017,LOS ANGELES,64.0
910,2018,LOS ANGELES,82.0
911,2019,LOS ANGELES,57.0
912,2020,LOS ANGELES,68.0
913,2021,LOS ANGELES,45.0
914,2022,LOS ANGELES,51.0
915,2017,LOS ANGELES,222.0
916,2018,LOS ANGELES,236.0
917,2019,LOS ANGELES,236.0
918,2020,LOS ANGELES,184.0
919,2021,LOS ANGELES,137.0
920,2022,LOS ANGELES,121.0
921,2017,LOS ANGELES,680.0
922,2018,LOS ANGELES,783.0
923,2019,LOS ANGELES,783.0
924,2020,LOS ANGELES,653.0
925,2022,LOS ANGELES,568.0
926,2017,LOS ANGELES,170.0
927,2018,LOS ANGELES,169.0
928,2019,LOS ANGELES,214.0
929,2020,LOS ANGELES,146.0
930,2022,LOS ANGELES,200.0
931,2017,LOS ANGELES,68.0
932,2018,LOS ANGELES,60.0
933,2019,LOS ANGELES,64.0
934,2020,LOS ANGELES,53.0
935,2022,LOS ANGELES,64.0
936,2017,LOS ANGELES,349.0
937,2018,LOS ANGELES,478.0
938,2019,LOS ANGELES,466.0
939,2020,LOS ANGELES,512.0
940,2022,LOS ANGELES,483.0
941,2017,LOS ANGELES,52.0
942,2018,LOS ANGELES,74.0
943,2019,LOS ANGELES,52.0
944,2020,LOS ANGELES,42.0
945,2021,LOS ANGELES,37.0
946,2022,LOS ANGELES,40.0
947,2017,LOS ANGELES,29.0
948,2018,LOS ANGELES,50.0
949,2019,LOS ANGELES,39.0
950,2020,LOS ANGELES,49.0
951,2022,LOS ANGELES,52.0
952,2017,LOS ANGELES,59.0
953,2018,LOS ANGELES,54.0
954,2019,LOS ANGELES,44.0
955,2020,LOS ANGELES,64.0
956,2022,LOS ANGELES,69.0
957,2017,LOS ANGELES,12.0
958,2018,LOS ANGELES,7.0
959,2019,LOS ANGELES,12.0
960,2020,LOS ANGELES,5.0
961,2022,LOS ANGELES,5.0
962,2017,LOS ANGELES,3.0
963,2018,LOS ANGELES,4.0
964,2019,LOS ANGELES,0.0
965,2020,LOS ANGELES,0.0
966,2022,LOS ANGELES,3.0
967,2017,LOS ANGELES,344.0
968,2018,LOS ANGELES,394.0
969,2019,LOS ANGELES,360.0
970,2020,LOS ANGELES,292.0
971,2022,LOS ANGELES,257.0
972,2017,LOS ANGELES,42.0
973,2018,LOS ANGELES,64.0
974,2019,LOS ANGELES,46.0
975,2020,LOS ANGELES,43.0
976,2022,LOS ANGELES,80.0
977,2017,LOS ANGELES,364.0
978,2018,LOS ANGELES,422.0
979,2019,LOS ANGELES,371.0
980,2020,LOS ANGELES,343.0
981,2022,LOS ANGELES,327.0
982,2017,LOS ANGELES,28.0
983,2018,LOS ANGELES,29.0
984,2019,LOS ANGELES,12.0
985,2020,LOS ANGELES,15.0
986,2021,LOS ANGELES,6.0
987,2022,LOS ANGELES,13.0
988,2017,LOS ANGELES,227.0
989,2018,LOS ANGELES,209.0
990,2019,LOS ANGELES,223.0
991,2020,LOS ANGELES,214.0
992,2022,LOS ANGELES,280.0
993,2017,LOS ANGELES,99.0
994,2018,LOS ANGELES,101.0
995,2019,LOS ANGELES,96.0
996,2020,LOS ANGELES,100.0
997,2022,LOS ANGELES,73.0
998,2017,LOS ANGELES,120.0
999,2018,LOS ANGELES,150.0
1000,2019,LOS ANGELES,119.0
1001,2020,LOS ANGELES,117.0
1002,2022,LOS ANGELES,143.0
1003,2017,LOS ANGELES,118.0
1004,2018,LOS ANGELES,88.0
1005,2019,LOS ANGELES,52.0
1006,2020,LOS ANGELES,51.0
1007,2021,LOS ANGELES,53.0
1008,2022,LOS ANGELES,43.0
1009,2017,LOS ANGELES,83.0
1010,2018,LOS ANGELES,136.0
1011,2019,LOS ANGELES,116.0
1012,2020,LOS ANGELES,93.0
1013,2022,LOS ANGELES,103.0
1014,2017,LOS ANGELES,59.0
1015,2018,LOS ANGELES,65.0
1016,2019,LOS ANGELES,49.0
1017,2020,LOS ANGELES,56.0
1018,2022,LOS ANGELES,70.0
1019,2017,LOS ANGELES,2579.0
1020,2018,LOS ANGELES,2926.0
1021,2019,LOS ANGELES,2866.0
1022,2020,LOS ANGELES,2639.0
1023,2022,LOS ANGELES,2007.0
1024,2017,LOS ANGELES,14717.0
1025,2018,LOS ANGELES,14932.0
1026,2019,LOS ANGELES,14541.0
1027,2020,LOS ANGELES,12322.0
1028,2022,LOS ANGELES,12691.0
1029,2017,LOS ANGELES,275.0
1030,2018,LOS ANGELES,298.0
1031,2019,LOS ANGELES,301.0
1032,2020,LOS ANGELES,298.0
1033,2022,LOS ANGELES,264.0
1034,2017,LOS ANGELES,85.0
1035,2018,LOS ANGELES,86.0
1036,2019,LOS ANGELES,88.0
1037,2020,LOS ANGELES,62.0
1038,2022,LOS ANGELES,55.0
1039,2017,LOS ANGELES,68.0
1040,2018,LOS ANGELES,58.0
1041,2019,LOS ANGELES,62.0
1042,2020,LOS ANGELES,91.0
1043,2022,LOS ANGELES,89.0
1044,2017,LOS ANGELES,125.0
1045,2018,LOS ANGELES,123.0
1046,2019,LOS ANGELES,112.0
1047,2020,LOS ANGELES,91.0
1048,2021,LOS ANGELES,66.0
1049,2022,LOS ANGELES,69.0
1050,2017,LOS ANGELES,269.0
1051,2018,LOS ANGELES,284.0
1052,2019,LOS ANGELES,239.0
1053,2020,LOS ANGELES,168.0
1054,2022,LOS ANGELES,224.0
1055,2017,LOS ANGELES,147.0
1056,2018,LOS ANGELES,178.0
1057,2019,LOS ANGELES,157.0
1058,2020,LOS ANGELES,147.0
1059,2022,LOS ANGELES,151.0
1060,2017,LOS ANGELES,370.0
1061,2018,LOS ANGELES,390.0
1062,2019,LOS ANGELES,507.0
1063,2020,LOS ANGELES,349.0
1064,2022,LOS ANGELES,288.0
1065,2017,LOS ANGELES,796.0
1066,2018,LOS ANGELES,838.0
1067,2019,LOS ANGELES,788.0
1068,2020,LOS ANGELES,877.0
1069,2022,LOS ANGELES,873.0
1070,2017,LOS ANGELES,14.0
1071,2018,LOS ANGELES,11.0
1072,2019,LOS ANGELES,12.0
1073,2020,LOS ANGELES,11.0
1074,2021,LOS ANGELES,12.0
1075,2022,LOS ANGELES,13.0
1076,2017,LOS ANGELES,250.0
1077,2018,LOS ANGELES,228.0
1078,2019,LOS ANGELES,226.0
1079,2020,LOS ANGELES,238.0
1080,2022,LOS ANGELES,233.0
1081,2017,LOS ANGELES,661.0
1082,2018,LOS ANGELES,635.0
1083,2019,LOS ANGELES,659.0
1084,2020,LOS ANGELES,527.0
1085,2022,LOS ANGELES,535.0
1086,2017,LOS ANGELES,205.0
1087,2018,LOS ANGELES,174.0
1088,2019,LOS ANGELES,212.0
1089,2020,LOS ANGELES,183.0
1090,2022,LOS ANGELES,240.0
1091,2017,LOS ANGELES,687.0
1092,2018,LOS ANGELES,627.0
1093,2019,LOS ANGELES,724.0
1094,2020,LOS ANGELES,631.0
1095,2022,LOS ANGELES,462.0
1096,2017,LOS ANGELES,227.0
1097,2018,LOS ANGELES,251.0
1098,2019,LOS ANGELES,229.0
1099,2020,LOS ANGELES,196.0
1100,2022,LOS ANGELES,205.0
1101,2017,LOS ANGELES,1.0
1102,2018,LOS ANGELES,0.0
1103,2019,LOS ANGELES,3.0
1104,2020,LOS ANGELES,0.0
1105,2022,LOS ANGELES,0.0
1106,2017,LOS ANGELES,11.0
1107,2018,LOS ANGELES,14.0
1108,2019,LOS ANGELES,12.0
1109,2020,LOS ANGELES,6.0
1110,2022,LOS ANGELES,10.0
1111,2017,LOS ANGELES,147.0
1112,2018,LOS ANGELES,154.0
1113,2019,LOS ANGELES,147.0
1114,2020,LOS ANGELES,186.0
1115,2022,LOS ANGELES,197.0
1116,2017,LOS ANGELES,85.0
1117,2018,LOS ANGELES,83.0
1118,2019,LOS ANGELES,72.0
1119,2020,LOS ANGELES,94.0
1120,2022,LOS ANGELES,107.0
1121,2017,LOS ANGELES,95.0
1122,2018,LOS ANGELES,123.0
1123,2019,LOS ANGELES,107.0
1124,2020,LOS ANGELES,126.0
1125,2022,LOS ANGELES,100.0
1126,2017,LOS ANGELES,144.0
1127,2018,LOS ANGELES,129.0
1128,2019,LOS ANGELES,124.0
1129,2020,LOS ANGELES,104.0
1130,2017,LOS ANGELES,15.0
1131,2018,LOS ANGELES,13.0
1132,2019,LOS ANGELES,19.0
1133,2020,LOS ANGELES,10.0
1134,2022,LOS ANGELES,4.0
1135,2017,LOS ANGELES,115.0
1136,2018,LOS ANGELES,94.0
1137,2019,LOS ANGELES,98.0
1138,2020,LOS ANGELES,85.0
1139,2022,LOS ANGELES,94.0
1140,2017,LOS ANGELES,589.0
1141,2018,LOS ANGELES,759.0
1142,2019,LOS ANGELES,719.0
1143,2020,LOS ANGELES,442.0
1144,2022,LOS ANGELES,647.0
1145,2017,LOS ANGELES,13.0
1146,2018,LOS ANGELES,12.0
1147,2019,LOS ANGELES,14.0
1148,2020,LOS ANGELES,14.0
1149,2022,LOS ANGELES,5.0
1150,2017,LOS ANGELES,64.0
1151,2018,LOS ANGELES,81.0
1152,2019,LOS ANGELES,78.0
1153,2020,LOS ANGELES,69.0
1154,2022,LOS ANGELES,68.0
1155,2017,LOS ANGELES,111.0
1156,2018,LOS ANGELES,95.0
1157,2019,LOS ANGELES,98.0
1158,2020,LOS ANGELES,148.0
1159,2022,LOS ANGELES,122.0
1160,2017,LOS ANGELES,486.0
1161,2018,LOS ANGELES,494.0
1162,2019,LOS ANGELES,443.0
1163,2020,LOS ANGELES,262.0
1164,2022,LOS ANGELES,338.0
1165,2017,LOS ANGELES,57.0
1166,2018,LOS ANGELES,58.0
1167,2019,LOS ANGELES,67.0
1168,2020,LOS ANGELES,34.0
1169,2022,LOS ANGELES,37.0
1170,2017,LOS ANGELES,52.0
1171,2018,LOS ANGELES,78.0
1172,2019,LOS ANGELES,97.0
1173,2020,LOS ANGELES,59.0
1174,2022,LOS ANGELES,87.0
1175,2017,LOS ANGELES,260.0
1176,2018,LOS ANGELES,306.0
1177,2019,LOS ANGELES,310.0
1178,2020,LOS ANGELES,281.0
1179,2021,LOS ANGELES,8.0
1180,2022,LOS ANGELES,253.0
1181,2017,LOS ANGELES,37.0
1182,2018,LOS ANGELES,45.0
1183,2019,LOS ANGELES,30.0
1184,2020,LOS ANGELES,34.0
1185,2021,LOS ANGELES,6.0
1186,2022,LOS ANGELES,27.0
1187,2017,LOS ANGELES,41.0
1188,2018,LOS ANGELES,24.0
1189,2019,LOS ANGELES,33.0
1190,2020,LOS ANGELES,46.0
1191,2022,LOS ANGELES,49.0
1192,2017,LOS ANGELES,286.0
1193,2018,LOS ANGELES,304.0
1194,2019,LOS ANGELES,270.0
1195,2020,LOS ANGELES,210.0
1196,2021,LOS ANGELES,97.0
1197,2022,LOS ANGELES,74.0
1198,2017,LOS ANGELES,348.0
1199,2018,LOS ANGELES,323.0
1200,2019,LOS ANGELES,262.0
1201,2020,LOS ANGELES,250.0
1202,2022,LOS ANGELES,156.0
1203,2017,LOS ANGELES,321.0
1204,2018,LOS ANGELES,348.0
1205,2019,LOS ANGELES,297.0
1206,2020,LOS ANGELES,304.0
1207,2022,LOS ANGELES,284.0
1208,2017,LOS ANGELES,6.0
1209,2018,LOS ANGELES,12.0
1210,2019,LOS ANGELES,11.0
1211,2020,LOS ANGELES,4.0
1212,2022,LOS ANGELES,2.0
1213,2017,LOS ANGELES,39.0
1214,2018,LOS ANGELES,33.0
1215,2019,LOS ANGELES,25.0
1216,2020,LOS ANGELES,44.0
1217,2022,LOS ANGELES,40.0
1218,2017,LOS ANGELES,14.0
1219,2018,LOS ANGELES,5.0
1220,2019,LOS ANGELES,5.0
1221,2020,LOS ANGELES,1.0
1222,2022,LOS ANGELES,1.0
1223,2017,LOS ANGELES,10.0
1224,2018,LOS ANGELES,8.0
1225,2019,LOS ANGELES,6.0
1226,2020,LOS ANGELES,1.0
1227,2021,LOS ANGELES,2.0
1228,2022,LOS ANGELES,4.0
1229,2017,LOS ANGELES,5.0
1230,2018,LOS ANGELES,6.0
1231,2019,LOS ANGELES,10.0
1232,2020,LOS ANGELES,2.0
1233,2022,LOS ANGELES,4.0
1234,2017,LOS ANGELES,13.0
1235,2018,LOS ANGELES,20.0
1236,2019,LOS ANGELES,13.0
1237,2020,LOS ANGELES,9.0
1238,2022,LOS ANGELES,6.0
1239,2017,LOS ANGELES,9.0
1240,2018,LOS ANGELES,19.0
1241,2019,LOS ANGELES,22.0
1242,2020,LOS ANGELES,19.0
1243,2022,LOS ANGELES,21.0
1244,2017,LOS ANGELES,1042.0
1245,2018,LOS ANGELES,1254.0
