,data_year,county_name,Total Violent Crime
2082,2022,SACRAMENTO,155.0
2083,2017,SACRAMENTO,115.0
2084,2018,SACRAMENTO,123.0
2085,2019,SACRAMENTO,129.0
2086,2020,SACRAMENTO,91.0
2087,2022,SACRAMENTO,86.0
2088,2017,SACRAMENTO,3.0
2089,2018,SACRAMENTO,1.0
2090,2019,SACRAMENTO,0.0
2091,2020,SACRAMENTO,3.0
2092,2022,SACRAMENTO,8.0
2093,2017,SACRAMENTO,3409.0
2094,2018,SACRAMENTO,3592.0
2095,2019,SACRAMENTO,3557.0
2096,2020,SACRAMENTO,3596.0
2097,2022,SACRAMENTO,4606.0
2098,2017,SACRAMENTO,7.0
2099,2018,SACRAMENTO,6.0
2100,2019,SACRAMENTO,5.0
2101,2020,SACRAMENTO,5.0
2102,2022,SACRAMENTO,3.0
2103,2017,SACRAMENTO,374.0
2104,2018,SACRAMENTO,395.0
2105,2019,SACRAMENTO,431.0
2106,2020,SACRAMENTO,332.0
2107,2021,SACRAMENTO,55.0
2108,2022,SACRAMENTO,352.0
2109,2021,SACRAMENTO,6.0
2110,2022,SACRAMENTO,14.0
2111,2017,SACRAMENTO,24.0
2112,2018,SACRAMENTO,23.0
2113,2019,SACRAMENTO,23.0
2114,2020,SACRAMENTO,18.0
2115,2022,SACRAMENTO,40.0
2116,2017,SACRAMENTO,31.0
2117,2018,SACRAMENTO,8.0
2118,2019,SACRAMENTO,8.0
2119,2020,SACRAMENTO,5.0
2120,2022,SACRAMENTO,9.0
2121,2017,SACRAMENTO,1.0
2122,2018,SACRAMENTO,1.0
2123,2019,SACRAMENTO,3.0
2124,2020,SACRAMENTO,4.0
2125,2021,SACRAMENTO,3.0
2126,2022,SACRAMENTO,3.0
2127,2017,SACRAMENTO,0.0
2128,2018,SACRAMENTO,0.0
2129,2019,SACRAMENTO,0.0
2130,2020,SACRAMENTO,0.0
2131,2022,SACRAMENTO,0.0
2132,2017,SACRAMENTO,298.0
2133,2018,SACRAMENTO,286.0
2134,2019,SACRAMENTO,283.0
2135,2020,SACRAMENTO,280.0
2136,2022,SACRAMENTO,315.0
2137,2017,SACRAMENTO,402.0
2138,2018,SACRAMENTO,385.0
2139,2019,SACRAMENTO,424.0
2140,2020,SACRAMENTO,403.0
2141,2022,SACRAMENTO,223.0
2142,2017,SACRAMENTO,25.0
2143,2018,SACRAMENTO,29.0
2144,2019,SACRAMENTO,25.0
2145,2020,SACRAMENTO,23.0
2146,2021,SACRAMENTO,1.0
2147,2022,SACRAMENTO,4.0
2148,2017,SACRAMENTO,26.0
2149,2018,SACRAMENTO,56.0
2150,2019,SACRAMENTO,121.0
2151,2020,SACRAMENTO,116.0
2152,2021,SACRAMENTO,0.0
2153,2022,SACRAMENTO,0.0
2154,2021,SACRAMENTO,0.0
2155,2022,SACRAMENTO,0.0
2156,2021,SACRAMENTO,0.0
2157,2022,SACRAMENTO,1.0
2158,2022,SACRAMENTO,0.0
2159,2021,SACRAMENTO,0.0
2160,2022,SACRAMENTO,2.0
2161,2021,SACRAMENTO,0.0
2162,2022,SACRAMENTO,0.0
2163,2021,SACRAMENTO,0.0
2164,2022,SACRAMENTO,1.0
2165,2017,SAN BENITO,74.0
2166,2018,SAN BENITO,80.0
2167,2019,SAN BENITO,67.0
2168,2020,SAN BENITO,72.0
2169,2021,SAN BENITO,68.0
2170,2022,SAN BENITO,73.0
2171,2017,SAN BENITO,269.0
2172,2018,SAN BENITO,259.0
2173,2019,SAN BENITO,259.0
2174,2020,SAN BENITO,219.0
2175,2021,SAN BENITO,144.0
2176,2022,SAN BENITO,154.0
2177,2017,SAN BENITO,0.0
2178,2018,SAN BENITO,0.0
2179,2019,SAN BENITO,0.0
2180,2017,SAN BERNARDINO,2878.0
2181,2018,SAN BERNARDINO,2987.0
2182,2019,SAN BERNARDINO,2689.0
2183,2020,SAN BERNARDINO,2088.0
2184,2022,SAN BERNARDINO,2243.0
2185,2017,SAN BERNARDINO,490.0
2186,2018,SAN BERNARDINO,377.0
2187,2019,SAN BERNARDINO,357.0
2188,2020,SAN BERNARDINO,376.0
2189,2022,SAN BERNARDINO,446.0
2190,2017,SAN BERNARDINO,436.0
2191,2018,SAN BERNARDINO,429.0
2192,2019,SAN BERNARDINO,487.0
2193,2020,SAN BERNARDINO,526.0
2194,2021,SAN BERNARDINO,399.0
2195,2022,SAN BERNARDINO,434.0
2196,2017,SAN BERNARDINO,233.0
2197,2018,SAN BERNARDINO,207.0
2198,2019,SAN BERNARDINO,194.0
2199,2020,SAN BERNARDINO,181.0
2200,2021,SAN BERNARDINO,125.0
2201,2022,SAN BERNARDINO,137.0
2202,2017,SAN BERNARDINO,1083.0
2203,2018,SAN BERNARDINO,1069.0
2204,2019,SAN BERNARDINO,1063.0
2205,2020,SAN BERNARDINO,912.0
2206,2021,SAN BERNARDINO,250.0
2207,2022,SAN BERNARDINO,866.0
2208,2017,SAN BERNARDINO,255.0
2209,2018,SAN BERNARDINO,293.0
2210,2019,SAN BERNARDINO,239.0
2211,2020,SAN BERNARDINO,230.0
2212,2021,SAN BERNARDINO,93.0
2213,2022,SAN BERNARDINO,158.0
2214,2017,SAN BERNARDINO,151.0
2215,2018,SAN BERNARDINO,134.0
2216,2019,SAN BERNARDINO,104.0
2217,2020,SAN BERNARDINO,108.0
2218,2022,SAN BERNARDINO,107.0
2219,2017,SAN BERNARDINO,1102.0
2220,2018,SAN BERNARDINO,1048.0
2221,2019,SAN BERNARDINO,944.0
2222,2020,SAN BERNARDINO,921.0
2223,2022,SAN BERNARDINO,821.0
2224,2017,SAN BERNARDINO,290.0
2225,2018,SAN BERNARDINO,401.0
2226,2019,SAN BERNARDINO,363.0
2227,2020,SAN BERNARDINO,307.0
2228,2021,SAN BERNARDINO,213.0
2229,2022,SAN BERNARDINO,255.0
2230,2017,SAN BERNARDINO,513.0
2231,2018,SAN BERNARDINO,585.0
2232,2019,SAN BERNARDINO,630.0
2233,2020,SAN BERNARDINO,591.0
2234,2022,SAN BERNARDINO,797.0
2235,2017,SAN BERNARDINO,1641.0
2236,2018,SAN BERNARDINO,1788.0
2237,2019,SAN BERNARDINO,1839.0
2238,2020,SAN BERNARDINO,1875.0
2239,2022,SAN BERNARDINO,1605.0
2240,2017,SAN BERNARDINO,319.0
2241,2018,SAN BERNARDINO,345.0
2242,2019,SAN BERNARDINO,350.0
2243,2020,SAN BERNARDINO,371.0
2244,2021,SAN BERNARDINO,125.0
2245,2022,SAN BERNARDINO,332.0
2246,2017,SAN BERNARDINO,1184.0
2247,2018,SAN BERNARDINO,1176.0
2248,2019,SAN BERNARDINO,949.0
2249,2020,SAN BERNARDINO,825.0
2250,2022,SAN BERNARDINO,1058.0
2251,2017,SAN BERNARDINO,309.0
2252,2018,SAN BERNARDINO,279.0
2253,2019,SAN BERNARDINO,247.0
2254,2020,SAN BERNARDINO,206.0
2255,2022,SAN BERNARDINO,272.0
2256,2017,SAN BERNARDINO,8.0
2257,2018,SAN BERNARDINO,5.0
2258,2019,SAN BERNARDINO,6.0
2259,2020,SAN BERNARDINO,2.0
2260,2022,SAN BERNARDINO,3.0
2261,2017,SAN BERNARDINO,678.0
2262,2018,SAN BERNARDINO,644.0
2263,2019,SAN BERNARDINO,743.0
2264,2020,SAN BERNARDINO,649.0
2265,2022,SAN BERNARDINO,771.0
2266,2017,SAN BERNARDINO,134.0
2267,2018,SAN BERNARDINO,90.0
2268,2019,SAN BERNARDINO,88.0
2269,2020,SAN BERNARDINO,82.0
2270,2022,SAN BERNARDINO,104.0
2271,2017,SAN BERNARDINO,52.0
2272,2018,SAN BERNARDINO,56.0
2273,2019,SAN BERNARDINO,62.0
2274,2020,SAN BERNARDINO,63.0
2275,2022,SAN BERNARDINO,81.0
2276,2017,SAN BERNARDINO,95.0
2277,2018,SAN BERNARDINO,82.0
2278,2019,SAN BERNARDINO,90.0
2279,2020,SAN BERNARDINO,99.0
2280,2022,SAN BERNARDINO,112.0
2281,2017,SAN BERNARDINO,115.0
2282,2018,SAN BERNARDINO,92.0
2283,2019,SAN BERNARDINO,108.0
2284,2020,SAN BERNARDINO,37.0
2285,2021,SAN BERNARDINO,13.0
2286,2022,SAN BERNARDINO,94.0
2287,2018,SAN BERNARDINO,3.0
2288,2019,SAN BERNARDINO,5.0
2289,2020,SAN BERNARDINO,3.0
2290,2022,SAN BERNARDINO,1.0
2291,2017,SAN BERNARDINO,298.0
2292,2018,SAN BERNARDINO,374.0
2293,2019,SAN BERNARDINO,360.0
2294,2020,SAN BERNARDINO,346.0
2295,2022,SAN BERNARDINO,409.0
2296,2017,SAN BERNARDINO,123.0
2297,2018,SAN BERNARDINO,167.0
2298,2019,SAN BERNARDINO,146.0
2299,2020,SAN BERNARDINO,157.0
2300,2022,SAN BERNARDINO,122.0
2301,2017,SAN BERNARDINO,604.0
2302,2018,SAN BERNARDINO,561.0
2303,2019,SAN BERNARDINO,442.0
2304,2020,SAN BERNARDINO,486.0
2305,2022,SAN BERNARDINO,525.0
2306,2017,SAN BERNARDINO,462.0
2307,2018,SAN BERNARDINO,384.0
2308,2019,SAN BERNARDINO,417.0
2309,2020,SAN BERNARDINO,445.0
2310,2022,SAN BERNARDINO,387.0
2311,2017,SAN BERNARDINO,237.0
2312,2018,SAN BERNARDINO,247.0
2313,2019,SAN BERNARDINO,241.0
2314,2020,SAN BERNARDINO,191.0
2315,2022,SAN BERNARDINO,224.0
2316,2017,SAN BERNARDINO,13.0
2317,2018,SAN BERNARDINO,7.0
2318,2019,SAN BERNARDINO,9.0
2319,2020,SAN BERNARDINO,2.0
2320,2022,SAN BERNARDINO,6.0
2321,2017,SAN BERNARDINO,198.0
2322,2018,SAN BERNARDINO,197.0
2323,2019,SAN BERNARDINO,145.0
2324,2020,SAN BERNARDINO,143.0
2325,2022,SAN BERNARDINO,179.0
2326,2017,SAN BERNARDINO,147.0
2327,2018,SAN BERNARDINO,160.0
2328,2019,SAN BERNARDINO,166.0
2329,2020,SAN BERNARDINO,168.0
2330,2022,SAN BERNARDINO,163.0
2331,2017,SAN BERNARDINO,73.0
2332,2018,SAN BERNARDINO,130.0
2333,2019,SAN BERNARDINO,141.0
2334,2020,SAN BERNARDINO,45.0
2335,2022,SAN BERNARDINO,110.0
2336,2017,SAN BERNARDINO,0.0
2337,2018,SAN BERNARDINO,1.0
2338,2019,SAN BERNARDINO,0.0
2339,2020,SAN BERNARDINO,0.0
2340,2022,SAN BERNARDINO,0.0
2341,2017,SAN BERNARDINO,2.0
2342,2018,SAN BERNARDINO,5.0
2343,2019,SAN BERNARDINO,2.0
2344,2017,SAN BERNARDINO,6.0
2345,2018,SAN BERNARDINO,3.0
2346,2019,SAN BERNARDINO,2.0
2347,2020,SAN BERNARDINO,4.0
2348,2021,SAN BERNARDINO,0.0
2349,2022,SAN BERNARDINO,0.0
2350,2021,SAN BERNARDINO,0.0
2351,2022,SAN BERNARDINO,1.0
2352,2021,SAN BERNARDINO,1.0
2353,2022,SAN BERNARDINO,0.0
2354,2021,SAN BERNARDINO,0.0
2355,2022,SAN BERNARDINO,17.0
2356,2021,SAN BERNARDINO,0.0
2357,2022,SAN BERNARDINO,0.0
2358,2021,SAN BERNARDINO,1.0
2359,2022,SAN BERNARDINO,8.0
2360,2021,SAN BERNARDINO,1.0
2361,2022,SAN BERNARDINO,0.0
2362,2021,SAN BERNARDINO,2.0
2363,2022,SAN BERNARDINO,0.0
2364,2021,SAN BERNARDINO,0.0
2365,2017,SAN DIEGO,2336.0
2366,2018,SAN DIEGO,2289.0
2367,2019,SAN DIEGO,2394.0
2368,2020,SAN DIEGO,2271.0
2369,2021,SAN DIEGO,2636.0
2370,2022,SAN DIEGO,2214.0
2371,2017,SAN DIEGO,375.0
2372,2018,SAN DIEGO,305.0
2373,2019,SAN DIEGO,270.0
2374,2020,SAN DIEGO,309.0
2375,2021,SAN DIEGO,115.0
2376,2022,SAN DIEGO,273.0
2377,2017,SAN DIEGO,964.0
2378,2018,SAN DIEGO,995.0
2379,2019,SAN DIEGO,951.0
2380,2020,SAN DIEGO,815.0
2381,2021,SAN DIEGO,338.0
2382,2022,SAN DIEGO,812.0
2383,2017,SAN DIEGO,43.0
2384,2018,SAN DIEGO,45.0
2385,2019,SAN DIEGO,49.0
2386,2020,SAN DIEGO,39.0
2387,2021,SAN DIEGO,19.0
2388,2022,SAN DIEGO,43.0
2389,2017,SAN DIEGO,24.0
2390,2018,SAN DIEGO,32.0
2391,2019,SAN DIEGO,23.0
2392,2020,SAN DIEGO,13.0
2393,2021,SAN DIEGO,5.0
2394,2022,SAN DIEGO,11.0
2395,2017,SAN DIEGO,490.0
2396,2018,SAN DIEGO,577.0
2397,2019,SAN DIEGO,552.0
2398,2020,SAN DIEGO,621.0
2399,2021,SAN DIEGO,203.0
2400,2022,SAN DIEGO,489.0
2401,2017,SAN DIEGO,966.0
2402,2018,SAN DIEGO,820.0
2403,2019,SAN DIEGO,799.0
2404,2020,SAN DIEGO,846.0
2405,2021,SAN DIEGO,522.0
2406,2022,SAN DIEGO,766.0
2407,2017,SAN DIEGO,176.0
2408,2018,SAN DIEGO,177.0
2409,2019,SAN DIEGO,162.0
2410,2020,SAN DIEGO,151.0
2411,2021,SAN DIEGO,53.0
2412,2022,SAN DIEGO,112.0
2413,2017,SAN DIEGO,352.0
2414,2018,SAN DIEGO,331.0
2415,2019,SAN DIEGO,297.0
2416,2020,SAN DIEGO,241.0
2417,2021,SAN DIEGO,86.0
2418,2022,SAN DIEGO,229.0
2419,2017,SAN DIEGO,321.0
2420,2018,SAN DIEGO,284.0
2421,2019,SAN DIEGO,342.0
2422,2020,SAN DIEGO,342.0
2423,2021,SAN DIEGO,124.0
2424,2022,SAN DIEGO,266.0
2425,2017,SAN DIEGO,820.0
2426,2018,SAN DIEGO,815.0
2427,2019,SAN DIEGO,910.0
2428,2020,SAN DIEGO,856.0
2429,2021,SAN DIEGO,357.0
2430,2022,SAN DIEGO,740.0
2431,2017,SAN DIEGO,6111.0
2432,2018,SAN DIEGO,5749.0
2433,2019,SAN DIEGO,5448.0
2434,2020,SAN DIEGO,4785.0
2435,2021,SAN DIEGO,1643.0
2436,2022,SAN DIEGO,4115.0
2437,2017,SAN DIEGO,335.0
2438,2018,SAN DIEGO,308.0
2439,2019,SAN DIEGO,322.0
2440,2020,SAN DIEGO,315.0
2441,2021,SAN DIEGO,91.0
2442,2022,SAN DIEGO,266.0
2443,2017,SAN DIEGO,546.0
2444,2018,SAN DIEGO,573.0
2445,2019,SAN DIEGO,589.0
2446,2020,SAN DIEGO,466.0
2447,2021,SAN DIEGO,126.0
2448,2022,SAN DIEGO,418.0
2449,2017,SAN DIEGO,37.0
2450,2018,SAN DIEGO,41.0
2451,2019,SAN DIEGO,33.0
2452,2020,SAN DIEGO,21.0
2453,2022,SAN DIEGO,30.0
2454,2017,SAN DIEGO,161.0
2455,2018,SAN DIEGO,112.0
2456,2019,SAN DIEGO,85.0
2457,2020,SAN DIEGO,79.0
2458,2021,SAN DIEGO,80.0
2459,2022,SAN DIEGO,144.0
2460,2017,SAN DIEGO,0.0
2461,2018,SAN DIEGO,0.0
2462,2019,SAN DIEGO,0.0
2463,2020,SAN DIEGO,0.0
2464,2021,SAN DIEGO,1.0
2465,2022,SAN DIEGO,0.0
2466,2017,SAN DIEGO,4.0
2467,2018,SAN DIEGO,0.0
2468,2019,SAN DIEGO,7.0
2469,2020,SAN DIEGO,5.0
2470,2021,SAN DIEGO,1.0
2471,2022,SAN DIEGO,1.0
2472,2017,SAN DIEGO,8.0
2473,2018,SAN DIEGO,15.0
2474,2019,SAN DIEGO,21.0
2475,2020,SAN DIEGO,23.0
2476,2021,SAN DIEGO,6.0
2477,2022,SAN DIEGO,11.0
2478,2017,SAN DIEGO,9.0
2479,2018,SAN DIEGO,3.0
2480,2019,SAN DIEGO,3.0
2481,2020,SAN DIEGO,2.0
2482,2021,SAN DIEGO,1.0
2483,2022,SAN DIEGO,2.0
2484,2017,SAN DIEGO,14.0
2485,2018,SAN DIEGO,17.0
2486,2019,SAN DIEGO,20.0
2487,2020,SAN DIEGO,13.0
2488,2022,SAN DIEGO,17.0
2489,2021,SAN DIEGO,0.0
2490,2022,SAN DIEGO,0.0
2491,2021,SAN DIEGO,0.0
2492,2022,SAN DIEGO,0.0
2493,2021,SAN DIEGO,0.0
2494,2022,SAN DIEGO,2.0
2495,2021,SAN DIEGO,0.0
2496,2022,SAN DIEGO,0.0
2497,2021,SAN DIEGO,0.0
2498,2022,SAN DIEGO,0.0
2499,2017,SAN DIEGO,189.0
2500,2018,SAN DIEGO,197.0
2501,2019,SAN DIEGO,209.0
2502,2020,SAN DIEGO,157.0
2503,2021,SAN DIEGO,86.0
2504,2022,SAN DIEGO,168.0
2505,2017,SAN DIEGO,332.0
2506,2018,SAN DIEGO,240.0
2507,2019,SAN DIEGO,282.0
2508,2020,SAN DIEGO,245.0
2509,2021,SAN DIEGO,69.0
2510,2022,SAN DIEGO,175.0
2511,2017,SAN DIEGO,105.0
2512,2018,SAN DIEGO,108.0
2513,2019,SAN DIEGO,102.0
2514,2020,SAN DIEGO,103.0
2515,2021,SAN DIEGO,17.0
2516,2022,SAN DIEGO,84.0
2517,2017,SAN DIEGO,192.0
2518,2018,SAN DIEGO,157.0
2519,2019,SAN DIEGO,162.0
2520,2020,SAN DIEGO,170.0
2521,2021,SAN DIEGO,44.0
2522,2022,SAN DIEGO,147.0
2523,2017,SAN DIEGO,21.0
2524,2018,SAN DIEGO,39.0
2525,2019,SAN DIEGO,37.0
2526,2020,SAN DIEGO,28.0
2527,2021,SAN DIEGO,11.0
2528,2022,SAN DIEGO,22.0
2529,2022,SAN DIEGO,3.0
2530,2017,SAN FRANCISCO,2935.0
2531,2018,SAN FRANCISCO,2793.0
2532,2019,SAN FRANCISCO,3176.0
2533,2020,SAN FRANCISCO,2357.0
2534,2022,SAN FRANCISCO,3013.0
2535,2017,SAN FRANCISCO,4.0
2536,2018,SAN FRANCISCO,12.0
2537,2019,SAN FRANCISCO,16.0
2538,2020,SAN FRANCISCO,4.0
2539,2022,SAN FRANCISCO,4.0
2540,2017,SAN FRANCISCO,86.0
2541,2018,SAN FRANCISCO,83.0
2542,2019,SAN FRANCISCO,121.0
2543,2020,SAN FRANCISCO,64.0
2544,2022,SAN FRANCISCO,73.0
2545,2017,SAN FRANCISCO,44.0
2546,2018,SAN FRANCISCO,49.0
2547,2019,SAN FRANCISCO,53.0
2548,2020,SAN FRANCISCO,32.0
2549,2021,SAN FRANCISCO,5.0
2550,2022,SAN FRANCISCO,42.0
2551,2022,SAN FRANCISCO,0.0
2552,2021,SAN FRANCISCO,0.0
2553,2022,SAN FRANCISCO,3.0
2554,2017,SAN JOAQUIN,1188.0
2555,2018,SAN JOAQUIN,1178.0
2556,2019,SAN JOAQUIN,1063.0
2557,2020,SAN JOAQUIN,1166.0
2558,2022,SAN JOAQUIN,1273.0
2559,2017,SAN JOAQUIN,25.0
2560,2018,SAN JOAQUIN,34.0
2561,2019,SAN JOAQUIN,35.0
2562,2020,SAN JOAQUIN,36.0
2563,2022,SAN JOAQUIN,29.0
2564,2017,SAN JOAQUIN,443.0
2565,2018,SAN JOAQUIN,472.0
2566,2019,SAN JOAQUIN,458.0
2567,2020,SAN JOAQUIN,434.0
2568,2017,SAN JOAQUIN,360.0
2569,2018,SAN JOAQUIN,300.0
2570,2019,SAN JOAQUIN,329.0
2571,2020,SAN JOAQUIN,276.0
2572,2022,SAN JOAQUIN,315.0
2573,2017,SAN JOAQUIN,64.0
2574,2018,SAN JOAQUIN,59.0
2575,2019,SAN JOAQUIN,60.0
2576,2020,SAN JOAQUIN,64.0
2577,2022,SAN JOAQUIN,73.0
2578,2017,SAN JOAQUIN,2055.0
2579,2018,SAN JOAQUIN,2087.0
2580,2019,SAN JOAQUIN,2227.0
2581,2020,SAN JOAQUIN,2133.0
2582,2021,SAN JOAQUIN,1200.0
2583,2022,SAN JOAQUIN,1280.0
2584,2017,SAN JOAQUIN,410.0
2585,2018,SAN JOAQUIN,406.0
2586,2019,SAN JOAQUIN,359.0
2587,2020,SAN JOAQUIN,271.0
2588,2021,SAN JOAQUIN,175.0
2589,2022,SAN JOAQUIN,224.0
2590,2021,SAN JOAQUIN,0.0
2591,2022,SAN JOAQUIN,1.0
2592,2017,SAN JOAQUIN,176.0
2593,2018,SAN JOAQUIN,98.0
2594,2019,SAN JOAQUIN,93.0
2595,2020,SAN JOAQUIN,28.0
2596,2022,SAN JOAQUIN,14.0
2597,2017,SAN JOAQUIN,0.0
2598,2018,SAN JOAQUIN,1.0
2599,2019,SAN JOAQUIN,0.0
2600,2020,SAN JOAQUIN,0.0
2601,2022,SAN JOAQUIN,0.0
2602,2022,SAN JOAQUIN,48.0
2603,2021,SAN JOAQUIN,2.0
2604,2022,SAN JOAQUIN,11.0
2605,2021,SAN JOAQUIN,2.0
2606,2022,SAN JOAQUIN,1.0
2607,2017,SAN LUIS OBISPO,383.0
2608,2018,SAN LUIS OBISPO,349.0
2609,2019,SAN LUIS OBISPO,333.0
2610,2020,SAN LUIS OBISPO,331.0
2611,2022,SAN LUIS OBISPO,330.0
2612,2017,SAN LUIS OBISPO,83.0
2613,2018,SAN LUIS OBISPO,90.0
2614,2019,SAN LUIS OBISPO,66.0
2615,2020,SAN LUIS OBISPO,51.0
2616,2021,SAN LUIS OBISPO,48.0
2617,2022,SAN LUIS OBISPO,39.0
2618,2017,SAN LUIS OBISPO,57.0
2619,2018,SAN LUIS OBISPO,35.0
2620,2019,SAN LUIS OBISPO,31.0
2621,2020,SAN LUIS OBISPO,41.0
2622,2021,SAN LUIS OBISPO,27.0
2623,2022,SAN LUIS OBISPO,34.0
2624,2017,SAN LUIS OBISPO,62.0
2625,2018,SAN LUIS OBISPO,66.0
2626,2019,SAN LUIS OBISPO,53.0
2627,2020,SAN LUIS OBISPO,73.0
2628,2022,SAN LUIS OBISPO,57.0
2629,2017,SAN LUIS OBISPO,157.0
2630,2018,SAN LUIS OBISPO,135.0
2631,2019,SAN LUIS OBISPO,165.0
2632,2020,SAN LUIS OBISPO,141.0
2633,2022,SAN LUIS OBISPO,192.0
2634,2017,SAN LUIS OBISPO,63.0
2635,2018,SAN LUIS OBISPO,60.0
2636,2019,SAN LUIS OBISPO,47.0
2637,2020,SAN LUIS OBISPO,59.0
2638,2022,SAN LUIS OBISPO,64.0
2639,2017,SAN LUIS OBISPO,249.0
2640,2018,SAN LUIS OBISPO,297.0
2641,2019,SAN LUIS OBISPO,238.0
2642,2020,SAN LUIS OBISPO,247.0
2643,2022,SAN LUIS OBISPO,288.0
2644,2017,SAN LUIS OBISPO,5.0
2645,2018,SAN LUIS OBISPO,10.0
2646,2019,SAN LUIS OBISPO,8.0
2647,2020,SAN LUIS OBISPO,3.0
2648,2021,SAN LUIS OBISPO,1.0
2649,2022,SAN LUIS OBISPO,1.0
2650,2017,SAN LUIS OBISPO,124.0
2651,2018,SAN LUIS OBISPO,112.0
2652,2019,SAN LUIS OBISPO,93.0
2653,2020,SAN LUIS OBISPO,94.0
2654,2021,SAN LUIS OBISPO,37.0
2655,2022,SAN LUIS OBISPO,68.0
2656,2021,SAN LUIS OBISPO,1.0
2657,2022,SAN LUIS OBISPO,0.0
2658,2017,SAN LUIS OBISPO,4.0
2659,2018,SAN LUIS OBISPO,3.0
2660,2019,SAN LUIS OBISPO,0.0
2661,2020,SAN LUIS OBISPO,1.0
2662,2017,SAN LUIS OBISPO,45.0
2663,2018,SAN LUIS OBISPO,54.0
2664,2019,SAN LUIS OBISPO,23.0
2665,2020,SAN LUIS OBISPO,16.0
2666,2021,SAN LUIS OBISPO,5.0
2667,2022,SAN LUIS OBISPO,10.0
2668,2017,SAN LUIS OBISPO,1.0
2669,2018,SAN LUIS OBISPO,0.0
2670,2020,SAN LUIS OBISPO,1.0
2671,2022,SAN LUIS OBISPO,0.0
2672,2021,SAN LUIS OBISPO,0.0
2673,2022,SAN LUIS OBISPO,6.0
2674,2021,SAN LUIS OBISPO,0.0
2675,2022,SAN LUIS OBISPO,3.0
2676,2017,SAN MATEO,300.0
2677,2018,SAN MATEO,330.0
2678,2019,SAN MATEO,372.0
2679,2020,SAN MATEO,325.0
2680,2021,SAN MATEO,97.0
2681,2022,SAN MATEO,263.0
2682,2017,SAN MATEO,7.0
2683,2018,SAN MATEO,5.0
2684,2019,SAN MATEO,2.0
2685,2020,SAN MATEO,3.0
2686,2022,SAN MATEO,8.0
2687,2017,SAN MATEO,39.0
2688,2018,SAN MATEO,41.0
2689,2019,SAN MATEO,34.0
2690,2020,SAN MATEO,35.0
2691,2021,SAN MATEO,9.0
2692,2022,SAN MATEO,31.0
2693,2017,SAN MATEO,17.0
2694,2018,SAN MATEO,23.0
2695,2019,SAN MATEO,20.0
2696,2020,SAN MATEO,18.0
2697,2022,SAN MATEO,13.0
2698,2017,SAN MATEO,70.0
2699,2018,SAN MATEO,81.0
2700,2019,SAN MATEO,100.0
2701,2020,SAN MATEO,99.0
2702,2022,SAN MATEO,81.0
2703,2017,SAN MATEO,38.0
2704,2018,SAN MATEO,36.0
2705,2019,SAN MATEO,34.0
2706,2020,SAN MATEO,23.0
2707,2022,SAN MATEO,35.0
2708,2017,SAN MATEO,430.0
2709,2018,SAN MATEO,438.0
2710,2019,SAN MATEO,494.0
2711,2020,SAN MATEO,300.0
2712,2022,SAN MATEO,327.0
2713,2017,SAN MATEO,5.0
2714,2018,SAN MATEO,11.0
2715,2019,SAN MATEO,8.0
2716,2020,SAN MATEO,3.0
2717,2021,SAN MATEO,1.0
2718,2022,SAN MATEO,6.0
2719,2017,SAN MATEO,85.0
2720,2018,SAN MATEO,66.0
2721,2019,SAN MATEO,80.0
2722,2020,SAN MATEO,55.0
2723,2022,SAN MATEO,52.0
2724,2017,SAN MATEO,86.0
2725,2018,SAN MATEO,95.0
2726,2019,SAN MATEO,114.0
2727,2020,SAN MATEO,98.0
2728,2022,SAN MATEO,60.0
2729,2017,SAN MATEO,277.0
2730,2018,SAN MATEO,254.0
2731,2019,SAN MATEO,273.0
2732,2020,SAN MATEO,280.0
2733,2022,SAN MATEO,287.0
2734,2017,SAN MATEO,168.0
2735,2018,SAN MATEO,173.0
2736,2019,SAN MATEO,216.0
2737,2020,SAN MATEO,134.0
2738,2022,SAN MATEO,149.0
2739,2017,SAN MATEO,340.0
2740,2018,SAN MATEO,347.0
2741,2019,SAN MATEO,323.0
2742,2020,SAN MATEO,318.0
2743,2022,SAN MATEO,324.0
2744,2017,SAN MATEO,269.0
2745,2018,SAN MATEO,214.0
2746,2019,SAN MATEO,225.0
2747,2020,SAN MATEO,192.0
2748,2022,SAN MATEO,203.0
2749,2017,SAN MATEO,25.0
2750,2018,SAN MATEO,23.0
2751,2019,SAN MATEO,8.0
2752,2020,SAN MATEO,19.0
2753,2022,SAN MATEO,16.0
2754,2017,SAN MATEO,52.0
2755,2018,SAN MATEO,72.0
2756,2019,SAN MATEO,60.0
2757,2020,SAN MATEO,61.0
2758,2021,SAN MATEO,12.0
2759,2022,SAN MATEO,60.0
2760,2017,SAN MATEO,22.0
2761,2018,SAN MATEO,22.0
2762,2019,SAN MATEO,38.0
2763,2020,SAN MATEO,27.0
2764,2022,SAN MATEO,26.0
2765,2017,SAN MATEO,160.0
2766,2018,SAN MATEO,159.0
2767,2019,SAN MATEO,144.0
2768,2020,SAN MATEO,137.0
2769,2022,SAN MATEO,108.0
2770,2022,SAN MATEO,0.0
2771,2017,SANTA BARBARA,610.0
2772,2018,SANTA BARBARA,555.0
2773,2019,SANTA BARBARA,508.0
2774,2020,SANTA BARBARA,406.0
2775,2022,SANTA BARBARA,436.0
2776,2017,SANTA BARBARA,35.0
2777,2018,SANTA BARBARA,39.0
