,agency_id,agency_name,agency_type_name,ori,county_name,state_abbr,latitude,longitude
0,937,Alameda County Sheriff's Office,County,CA0010000,ALAMEDA,CA,37.802,-122.26236
1,938,Alameda Police Department,City,CA0010100,ALAMEDA,CA,37.766888,-122.24273
2,939,Albany Police Department,City,CA0010200,ALAMEDA,CA,37.887703,-122.29825
3,940,Berkeley Police Department,City,CA0010300,ALAMEDA,CA,37.870537,-122.27298
4,941,Emeryville Police Department,City,CA0010400,ALAMEDA,CA,37.648134,-121.913291
5,942,Fremont Police Department,City,CA0010500,ALAMEDA,CA,37.553017,-121.97069
6,943,Hayward Police Department,City,CA0010600,ALAMEDA,CA,37.662106,-122.08672
7,944,Livermore Police Department,City,CA0010700,ALAMEDA,CA,37.674633,-121.756935
8,945,Newark Police Department,City,CA0010800,ALAMEDA,CA,37.536236,-122.02951
9,946,Oakland Police Department,City,CA0010900,ALAMEDA,CA,37.79965,-122.27459
10,947,Piedmont Police Department,City,CA0011000,ALAMEDA,CA,37.824814,-122.23214
11,948,Pleasanton Police Department,City,CA0011100,ALAMEDA,CA,37.648134,-121.913291
12,949,San Leandro Police Department,City,CA0011200,ALAMEDA,CA,37.648134,-121.913291
13,950,Union City Police Department,City,CA0011300,ALAMEDA,CA,37.58882,-122.02747
14,951,East Bay Regional Parks: Alameda County,Other,CA0011400,ALAMEDA,CA,37.71378,-122.10035
15,952,California State University: East Bay,University or College,CA0011500,ALAMEDA,CA,37.658787,-122.062225
16,953,Union Pacific Railroad: Alameda County,Other,CA0011600,ALAMEDA,CA,37.798763,-122.24971
17,954,San Francisco Bay Area Rapid Transit: Alameda County,Other,CA0012100,ALAMEDA,CA,37.79742,-122.26664
18,959,Dublin Police Department,City,CA001300X,ALAMEDA,CA,37.799427,-122.262505
19,31874,California State Parks:,Other State Agency,CA0014100,ALAMEDA,CA,,
20,962,University of California: Berkeley,University or College,CA0019700,ALAMEDA,CA,37.648134,-121.913291
21,33936,Highway Patrol:,State Police,CA0019916,ALAMEDA,CA,,
22,33946,Highway Patrol:,State Police,CA0019945,ALAMEDA,CA,,
23,33994,Highway Patrol:,State Police,CA0019947,ALAMEDA,CA,,
24,34004,Highway Patrol:,State Police,CA0019970,ALAMEDA,CA,,
25,33870,Highway Patrol:,State Police,CA0019975,ALAMEDA,CA,,
26,33912,Highway Patrol:,State Police,CA0019990,ALAMEDA,CA,,
27,33972,Highway Patrol:,State Police,CA0019991,ALAMEDA,CA,,
28,965,Alpine County Sheriff's Office,County,CA0020000,ALPINE,CA,38.61761,-119.798999
29,967,Amador County Sheriff's Office,County,CA0030000,AMADOR,CA,38.352863,-120.7679
30,969,Ione Police Department,City,CA0030200,AMADOR,CA,38.44355,-120.653856
31,970,Jackson Police Department,City,CA0030300,AMADOR,CA,38.347904,-120.77274
32,972,Sutter Creek Police Department,City,CA0030500,AMADOR,CA,38.391117,-120.80235
33,973,Union Pacific Railroad: Amador County,Other,CA0030600,AMADOR,CA,37.798763,-122.24971
34,33834,Highway Patrol:,State Police,CA0039995,AMADOR,CA,,
35,975,Butte County Sheriff's Office,County,CA0040000,BUTTE,CA,39.665959,-121.601919
36,977,Chico Police Department,City,CA0040200,BUTTE,CA,39.735462,-121.81528
37,978,Gridley Police Department,City,CA0040300,BUTTE,CA,39.365505,-121.69721
38,979,Oroville Police Department,City,CA0040400,BUTTE,CA,39.508167,-121.554825
39,980,Paradise Police Department,City,CA0040500,BUTTE,CA,39.75336,-121.62395
40,981,Union Pacific Railroad: Butte County,Other,CA0040600,BUTTE,CA,37.798763,-122.24971
41,982,Department of Parks and Recreation: Northern Buttes,Other State Agency,CA0040700,BUTTE,CA,39.510296,-121.50341
42,985,California State University: Chico,University or College,CA0049700,BUTTE,CA,39.665959,-121.601919
43,34010,Highway Patrol:,State Police,CA0049940,AMADOR,CA,,
44,33878,Highway Patrol:,State Police,CA0049941,AMADOR,CA,,
45,988,Calaveras County Sheriff's Office,County,CA0050000,CALAVERAS,CA,38.19131,-120.66931
46,989,City of Angels Police Department,City,CA0050100,CALAVERAS,CA,38.184618,-120.5594
47,990,Union Pacific Railroad: Calaveras County,Other,CA0050200,CALAVERAS,CA,38.184618,-120.5594
48,991,Department of Parks and Recreation: Calaveras County,Other State Agency,CA0050300,CALAVERAS,CA,38.184618,-120.5594
49,34032,Highway Patrol:,State Police,CA0059955,CALAVERAS,CA,,
50,993,Colusa County Sheriff's Office,County,CA0060000,COLUSA,CA,39.205734,-122.00377
51,994,Colusa Police Department,City,CA0060100,COLUSA,CA,39.21383,-122.009544
52,995,Williams Police Department,City,CA0060200,COLUSA,CA,39.177739,-122.237563
53,996,Union Pacific Railroad: Colusa County,Other,CA0060300,COLUSA,CA,37.798763,-122.24971
54,34104,Highway Patrol:,State Police,CA0069955,COLUSA,CA,,
55,999,Contra Costa County Sheriff's Office,County,CA0070000,CONTRA COSTA,CA,38.01906,-122.13399
56,1000,Antioch Police Department,City,CA0070100,CONTRA COSTA,CA,37.919479,-121.951543
57,1001,Brentwood Police Department,City,CA0070200,CONTRA COSTA,CA,37.919037,-121.68469
58,1002,Clayton Police Department,City,CA0070300,CONTRA COSTA,CA,37.94229,-121.93776
59,1003,Concord Police Department,City,CA0070400,CONTRA COSTA,CA,37.919479,-121.951543
60,1004,El Cerrito Police Department,City,CA0070500,CONTRA COSTA,CA,37.916363,-122.31207
61,1005,Hercules Police Department,City,CA0070600,CONTRA COSTA,CA,38.00937,-122.26571
62,1006,Pinole Police Department,City,CA0070700,CONTRA COSTA,CA,38.00441,-122.290115
63,1007,Pittsburg Police Department,City,CA0070800,CONTRA COSTA,CA,37.919479,-121.951543
64,1008,Pleasant Hill Police Department,City,CA0070900,CONTRA COSTA,CA,37.96205,-122.070656
65,1009,Richmond Police Department,City,CA0071000,CONTRA COSTA,CA,37.919479,-121.951543
66,1010,San Pablo Police Department,City,CA0071100,CONTRA COSTA,CA,37.919479,-121.951543
67,1011,Walnut Creek Police Department,City,CA0071200,CONTRA COSTA,CA,37.919479,-121.951543
68,1012,Kensington Police Department,City,CA0071300,CONTRA COSTA,CA,37.919479,-121.951543
69,1013,Martinez Police Department,City,CA0071400,CONTRA COSTA,CA,38.01375,-122.13533
70,1014,Lafayette Police Department,City,CA0071500,CONTRA COSTA,CA,38.01906,-122.13399
71,1015,Moraga Police Department,City,CA0071600,CONTRA COSTA,CA,37.919479,-121.951543
72,1017,San Francisco Bay Area Rapid Transit: Contra Costa County,Other,CA0071800,CONTRA COSTA,CA,37.919479,-121.951543
73,1020,Contra Costa Community College,University or College,CA0072100,CONTRA COSTA,CA,38.01951,-122.13532
74,1021,Danville Police Department,City,CA007230X,CONTRA COSTA,CA,38.01906,-122.13399
75,1024,Orinda Police Department,City,CA007260X,CONTRA COSTA,CA,,
76,1025,Union Pacific Railroad: Contra Costa County,Other,CA0073300,CONTRA COSTA,CA,37.798763,-122.24971
77,1026,Oakley Police Department,City,CA007340X,CONTRA COSTA,CA,,
78,35731,San Ramon,City,CA0074000,CONTRA COSTA,CA,,
79,33888,Highway Patrol:,State Police,CA0079920,CONTRA COSTA,CA,,
80,1029,Del Norte County Sheriff's Office,County,CA0080000,DEL NORTE,CA,41.75284,-124.20048
81,1030,Crescent City Police Department,City,CA0080100,DEL NORTE,CA,41.754265,-124.20122
82,33900,Highway Patrol:,State Police,CA0089920,DEL NORTE,CA,,
83,1032,El Dorado County Sheriff's Office,County,CA0090000,EL DORADO,CA,38.785532,-120.534398
84,1033,Placerville Police Department,City,CA0090100,EL DORADO,CA,38.73032,-120.79018
85,1034,South Lake Tahoe Police Department,City,CA0090200,EL DORADO,CA,38.933025,-119.97075
86,1035,Union Pacific Railroad: El Dorado County,Other,CA009030X,EL DORADO,CA,37.798763,-122.24971
87,34014,Highway Patrol:,State Police,CA0099945,EL DORADO,CA,,
88,34064,Highway Patrol:,State Police,CA0099946,EL DORADO,CA,,
89,1039,Fresno County Sheriff's Office,County,CA0100000,FRESNO,CA,36.761006,-119.655019
90,1040,Clovis Police Department,City,CA0100100,FRESNO,CA,36.82397,-119.692795
91,35795,Coalinga State Hospital,Other State Agency,CA010015M,FRESNO,CA,,
92,1041,Coalinga Police Department,City,CA0100200,FRESNO,CA,36.139175,-120.362045
93,1042,Firebaugh Police Department,City,CA0100300,FRESNO,CA,36.761006,-119.655019
94,1043,Fowler Police Department,City,CA0100400,FRESNO,CA,36.630894,-119.67752
95,1044,Fresno Police Department,City,CA0100500,FRESNO,CA,36.761006,-119.655019
96,1045,Huron Police Department,City,CA0100600,FRESNO,CA,36.761006,-119.655019
97,1046,Kerman Police Department,City,CA0100700,FRESNO,CA,36.722088,-120.06027
98,1047,Kingsburg Police Department,City,CA0100800,FRESNO,CA,36.761006,-119.655019
99,1048,Mendota Police Department,City,CA0100900,FRESNO,CA,36.759174,-120.373276
100,1049,Orange Cove Police Department,City,CA0101000,FRESNO,CA,36.761006,-119.655019
101,1050,Parlier Police Department,City,CA0101100,FRESNO,CA,36.761006,-119.655019
102,1051,Reedley Police Department,City,CA0101200,FRESNO,CA,36.598927,-119.453575
103,1052,Sanger Police Department,City,CA0101300,FRESNO,CA,36.70591,-119.56111
104,1054,Selma Police Department,City,CA0101500,FRESNO,CA,36.567337,-119.611984
105,1055,State Center Community College District,University or College,CA0101700,FRESNO,CA,36.739437,-119.79724
106,1058,Union Pacific Railroad: Fresno County,Other,CA0102400,FRESNO,CA,37.798763,-122.24971
107,1059,Department of Parks and Recreation: San Joaquin,Other State Agency,CA0103000,FRESNO,CA,36.761006,-119.655019
108,33679,Clovis Unified School District,Other,CA0103500,FRESNO,CA,,
109,1061,California State University: Fresno,University or College,CA0109700,FRESNO,CA,36.81583,-119.748314
110,33872,Highway Patrol:,State Police,CA0109901,FRESNO,CA,,
111,33874,Highway Patrol:,State Police,CA0109912,FRESNO,CA,,
112,34122,Highway Patrol:,State Police,CA0109913,FRESNO,CA,,
113,33926,Highway Patrol:,State Police,CA0109935,FRESNO,CA,,
114,33884,Highway Patrol:,State Police,CA0109995,FRESNO,CA,,
115,1065,Glenn County Sheriff's Office,County,CA0110000,GLENN,CA,39.602546,-122.4017
116,1066,Orland Police Department,City,CA0110100,GLENN,CA,39.602546,-122.4017
117,1068,Union Pacific Railroad: Glenn County,Other,CA011030X,GLENN,CA,37.798763,-122.24971
118,34106,Highway Patrol:,State Police,CA0119960,GLENN,CA,,
119,1070,Humboldt County Sheriff's Office,County,CA0120000,HUMBOLDT,CA,40.803238,-124.162575
120,1071,Arcata Police Department,City,CA0120100,HUMBOLDT,CA,40.867355,-124.085144
121,1073,Eureka Police Department,City,CA0120300,HUMBOLDT,CA,40.80052,-124.16893
122,1074,Ferndale Police Department,City,CA0120400,HUMBOLDT,CA,40.706673,-123.925818
123,1075,Fortuna Police Department,City,CA0120500,HUMBOLDT,CA,40.597363,-124.155525
124,1077,Rio Dell Police Department,City,CA0120700,HUMBOLDT,CA,40.497326,-124.105644
125,1078,Humboldt State University,University or College,CA0120800,HUMBOLDT,CA,40.706673,-123.925818
126,1079,Union Pacific Railroad: Humboldt County,Other,CA012090X,HUMBOLDT,CA,37.798763,-122.24971
127,1081,Department of Parks and Recreation: North Coast Redwoods,Other State Agency,CA0121100,HUMBOLDT,CA,40.706673,-123.925818
128,33950,Highway Patrol:,State Police,CA0129925,HUMBOLDT,CA,,
129,33928,Highway Patrol:,State Police,CA0129926,HUMBOLDT,CA,,
130,1083,Imperial County Sheriff's Office,County,CA0130000,IMPERIAL,CA,33.040816,-115.355395
131,1084,Brawley Police Department,City,CA0130100,IMPERIAL,CA,32.978657,-115.53716
132,1085,Calexico Police Department,City,CA0130200,IMPERIAL,CA,32.669827,-115.49314
133,1086,Calipatria Police Department,City,CA0130300,IMPERIAL,CA,33.040816,-115.355395
134,1087,El Centro Police Department,City,CA0130400,IMPERIAL,CA,32.793327,-115.56443
135,1088,Holtville Police Department,City,CA0130500,IMPERIAL,CA,32.81098,-115.379875
136,1089,Imperial Police Department,City,CA0130600,IMPERIAL,CA,32.844448,-115.569954
137,1090,Westmorland Police Department,City,CA0130700,IMPERIAL,CA,33.040816,-115.355395
138,1091,Union Pacific Railroad: Imperial County,Other,CA013080X,IMPERIAL,CA,37.798763,-122.24971
139,34108,Highway Patrol:,State Police,CA0139920,IMPERIAL,CA,,
140,33922,Highway Patrol:,State Police,CA0139925,IMPERIAL,CA,,
141,33862,Highway Patrol:,State Police,CA0139926,IMPERIAL,CA,,
142,1095,Inyo County Sheriff's Office,County,CA0140000,INYO,CA,36.561977,-117.403927
143,1096,Bishop Police Department,City,CA0140100,INYO,CA,37.361378,-118.39636
144,1097,Union Pacific Railroad: Inyo County,Other,CA014030X,INYO,CA,37.798763,-122.24971
145,33848,Highway Patrol:,State Police,CA0149925,INYO,CA,,
146,1099,Kern County Sheriff's Office,County,CA0150000,KERN,CA,35.419617,-119.04741
147,1100,Arvin Police Department,City,CA0150100,KERN,CA,35.346629,-118.729506
148,1101,Bakersfield Police Department,City,CA0150200,KERN,CA,35.346629,-118.729506
149,1102,Delano Police Department,City,CA0150300,KERN,CA,35.346629,-118.729506
150,1104,McFarland Police Department,City,CA0150500,KERN,CA,35.67801,-119.23241
151,1105,Ridgecrest Police Department,City,CA0150600,KERN,CA,35.620674,-117.6702
152,1106,Shafter Police Department,City,CA0150700,KERN,CA,35.499836,-119.27048
153,1107,Taft Police Department,City,CA0150800,KERN,CA,35.134575,-119.442215
154,1108,Tehachapi Police Department,City,CA0150900,KERN,CA,35.13094,-118.447235
155,1110,California City Police Department,City,CA0151100,KERN,CA,35.127663,-117.9599
156,35733,California State University:,University or College,CA0151200,KERN,CA,,
157,1112,Stallion Springs Police Department,City,CA0151400,KERN,CA,35.082546,-118.63749
158,1113,Bear Valley Police Department,City,CA0151500,KERN,CA,35.134567,-118.574615
159,27731,Kern High School District,Other,CA0152100,KERN,CA,,
160,1116,Union Pacific Railroad: Kern County,Other,CA0152200,KERN,CA,37.798763,-122.24971
161,34120,Highway Patrol:,State Police,CA0159912,KERN,CA,,
162,33842,Highway Patrol:,State Police,CA0159920,KERN,CA,,
163,33940,Highway Patrol:,State Police,CA0159924,KERN,CA,,
164,33860,Highway Patrol:,State Police,CA0159926,KERN,CA,,
165,33976,Highway Patrol:,State Police,CA0159930,KERN,CA,,
166,33924,Highway Patrol:,State Police,CA0159960,KERN,CA,,
167,1120,Kings County Sheriff's Office,County,CA0160000,KINGS,CA,36.072478,-119.81553
168,1121,Corcoran Police Department,City,CA0160100,KINGS,CA,36.099304,-119.55968
169,1122,Hanford Police Department,City,CA0160200,KINGS,CA,36.329308,-119.64769
170,1123,Lemoore Police Department,City,CA0160300,KINGS,CA,36.307163,-119.78825
171,1125,Union Pacific Railroad: Kings County,Other,CA0160500,KINGS,CA,37.798763,-122.24971
172,35721,Avenal,City,CA0160800,KINGS,CA,,
173,33944,Highway Patrol:,State Police,CA0169940,KINGS,CA,,
174,1130,Lake County Sheriff's Office,County,CA0170000,LAKE,CA,39.094802,-122.746757
175,1131,Lakeport Police Department,City,CA0170100,LAKE,CA,39.047752,-122.91607
176,1132,Clearlake Police Department,City,CA0170200,LAKE,CA,39.094802,-122.746757
177,33882,Highway Patrol:,State Police,CA0179951,LAKE,CA,,
178,1135,Lassen County Sheriff's Office,County,CA0180000,LASSEN,CA,40.425034,-120.64766
179,1136,Susanville Police Department,City,CA0180100,LASSEN,CA,40.415127,-120.64738
180,1137,Union Pacific Railroad: Lassen County,Other,CA018030X,LASSEN,CA,37.798763,-122.24971
181,34076,Highway Patrol:,State Police,CA0189940,LASSEN,CA,,
182,1141,Los Angeles County Sheriff's Office,County,CA0190000,LOS ANGELES,CA,34.196398,-118.261862
183,1142,Alhambra Police Department,City,CA0190100,LOS ANGELES,CA,34.092934,-118.12671
184,1143,Arcadia Police Department,City,CA0190200,LOS ANGELES,CA,34.138,-118.03953
185,1144,Artesia Police Department,City,CA0190300,LOS ANGELES,CA,34.06067,-118.167885
186,1145,Avalon Police Department,City,CA0190400,LOS ANGELES,CA,34.06067,-118.167885
187,1146,Azusa Police Department,City,CA0190500,LOS ANGELES,CA,34.13403,-117.90616
188,1147,Baldwin Park Police Department,City,CA0190600,LOS ANGELES,CA,34.085308,-117.96031
189,1148,Bell Police Department,City,CA0190700,LOS ANGELES,CA,33.979942,-118.18879
190,1149,Bellflower Police Department,City,CA0190800,LOS ANGELES,CA,34.06067,-118.167885
191,1150,Bell Gardens Police Department,City,CA0190900,LOS ANGELES,CA,33.967304,-118.15043
192,1151,El Camino College,University or College,CA0190C00,LOS ANGELES,CA,33.8855,-118.32652
193,1152,La Habra Heights Police Department,City,CA0190D0X,LOS ANGELES,CA,34.06067,-118.167885
194,1156,Union Pacific Railroad: Los Angeles County,Other,CA0190I00,LOS ANGELES,CA,37.798763,-122.24971
195,1157,Los Angeles County Metropolitan Transportation Authority,Other,CA0190K00,LOS ANGELES,CA,34.196398,-118.261862
196,1160,Pasadena Community College,University or College,CA0190R00,LOS ANGELES,CA,34.196398,-118.261862
197,1161,Westlake Village Police Department,City,CA0190X0X,LOS ANGELES,CA,34.06067,-118.167885
198,1162,Beverly Hills Police Department,City,CA0191000,LOS ANGELES,CA,34.073654,-118.40051
199,1163,Bradbury Police Department,City,CA0191100,LOS ANGELES,CA,34.06067,-118.167885
200,1164,Burbank Police Department,City,CA0191200,LOS ANGELES,CA,34.196398,-118.261862
201,1165,Claremont Police Department,City,CA0191300,LOS ANGELES,CA,34.0965,-117.72234
202,1166,Commerce Police Department,City,CA0191400,LOS ANGELES,CA,34.06067,-118.167885
203,1167,Compton Police Department,City,CA0191500,LOS ANGELES,CA,34.196398,-118.261862
