,agency_id,agency_name,agency_type_name,ori,county_name,state_abbr,latitude,longitude
521,1491,California State University: San Bernardino,University or College,CA0361400,SAN BERNARDINO,CA,34.177666,-117.32848
522,1492,Rancho Cucamonga Police Department,City,CA0361600,SAN BERNARDINO,CA,34.10287,-117.575584
523,1496,Big Bear Lake Police Department,City,CA036200X,SAN BERNARDINO,CA,,
524,1497,Grand Terrace Police Department,City,CA036210X,SAN BERNARDINO,CA,,
525,1498,Loma Linda Police Department,City,CA036220X,SAN BERNARDINO,CA,,
526,1499,San Bernardino Unified School District,Other,CA0362300,SAN BERNARDINO,CA,34.121357,-117.29505
527,27730,Chaffey College,University or College,CA0362600,SAN BERNARDINO,CA,,
528,1502,Highland Police Department,City,CA036300X,SAN BERNARDINO,CA,34.12124,-117.210754
529,1503,Twentynine Palms Police Department,City,CA036310X,SAN BERNARDINO,CA,,
530,1504,Hesperia Police Department,City,CA036320X,SAN BERNARDINO,CA,,
531,1505,Apple Valley Police Department,City,CA036330X,SAN BERNARDINO,CA,,
532,1506,Yucaipa Police Department,City,CA036350X,SAN BERNARDINO,CA,,
533,1507,San Bernardino Community College,University or College,CA0363900,SAN BERNARDINO,CA,34.1005,-117.251274
534,1508,Chino Hills Police Department,City,CA036400X,SAN BERNARDINO,CA,,
535,1509,Yucca Valley Police Department,City,CA036410X,SAN BERNARDINO,CA,,
536,1510,Fontana Unified School District,Other,CA0365000,SAN BERNARDINO,CA,34.078053,-117.453735
537,1511,Union Pacific Railroad: San Bernardino County,Other,CA0365400,SAN BERNARDINO,CA,37.798763,-122.24971
538,1512,Patton State Hospital,Other State Agency,CA0365700,SAN BERNARDINO,CA,34.85722,-116.181197
539,1513,Department of Parks and Recreation: Tehachapi District,Other State Agency,CA036590X,SAN BERNARDINO,CA,,
540,33954,Highway Patrol:,State Police,CA0369901,SAN BERNARDINO,CA,,
541,33956,Highway Patrol:,State Police,CA0369908,SAN BERNARDINO,CA,,
542,33846,Highway Patrol:,State Police,CA0369930,SAN BERNARDINO,CA,,
543,33990,Highway Patrol:,State Police,CA0369934,SAN BERNARDINO,CA,,
544,34094,Highway Patrol:,State Police,CA0369950,SAN BERNARDINO,CA,,
545,34022,Highway Patrol:,State Police,CA0369955,SAN BERNARDINO,CA,,
546,34034,Highway Patrol:,State Police,CA0369960,SAN BERNARDINO,CA,,
547,33838,Highway Patrol:,State Police,CA0369965,SAN BERNARDINO,CA,,
548,33982,Highway Patrol:,State Police,CA0369970,SAN BERNARDINO,CA,,
549,33984,Highway Patrol:,State Police,CA0369975,SAN BERNARDINO,CA,,
550,1516,San Diego County Sheriff's Office,County,CA0370000,SAN DIEGO,CA,33.023604,-116.776117
551,1517,Carlsbad Police Department,City,CA0370100,SAN DIEGO,CA,33.137352,-117.265976
552,1518,Chula Vista Police Department,City,CA0370200,SAN DIEGO,CA,33.023604,-116.776117
553,1519,Coronado Police Department,City,CA0370300,SAN DIEGO,CA,32.690113,-117.177414
554,1520,Del Mar Police Department,City,CA0370400,SAN DIEGO,CA,33.04468,-117.25954
555,1521,El Cajon Police Department,City,CA0370500,SAN DIEGO,CA,32.807697,-116.96212
556,1522,Escondido Police Department,City,CA0370600,SAN DIEGO,CA,33.13591,-117.09332
557,1523,Imperial Beach Police Department,City,CA0370700,SAN DIEGO,CA,32.57655,-117.11539
558,1524,La Mesa Police Department,City,CA0370800,SAN DIEGO,CA,32.767647,-117.02352
559,1525,National City Police Department,City,CA0370900,SAN DIEGO,CA,32.67233,-117.10557
560,1526,Oceanside Police Department,City,CA0371000,SAN DIEGO,CA,33.023604,-116.776117
561,1527,San Diego Police Department,City,CA0371100,SAN DIEGO,CA,32.71573,-117.151886
562,1528,San Marcos Police Department,City,CA0371200,SAN DIEGO,CA,33.14137,-117.14562
563,1529,Vista Police Department,City,CA0371300,SAN DIEGO,CA,33.192047,-117.25364
564,1530,San Diego State University,University or College,CA0371400,SAN DIEGO,CA,33.023604,-116.776117
565,1531,Port of San Diego Harbor,Other,CA0371500,SAN DIEGO,CA,32.729366,-117.19509
566,1534,Department of Parks and Recreation: Colorado,Other State Agency,CA0372200,SAN DIEGO,CA,33.256496,-116.399376
567,1536,Department of Parks and Recreation: Ocotillo Wells,Other State Agency,CA0372400,SAN DIEGO,CA,33.15929,-116.22911
568,1537,Department of Parks and Recreation: San Diego Coast,Other State Agency,CA0372500,SAN DIEGO,CA,33.16131,-117.3535
569,1539,California State University: San Marcos,University or College,CA0373200,SAN DIEGO,CA,33.134045,-117.15313
570,1540,University of California: San Diego,University or College,CA0379700,SAN DIEGO,CA,33.023604,-116.776117
571,33852,Highway Patrol:,State Police,CA0379901,SAN DIEGO,CA,,
572,33854,Highway Patrol:,State Police,CA0379908,SAN DIEGO,CA,,
573,34036,Highway Patrol:,State Police,CA0379945,SAN DIEGO,CA,,
574,34012,Highway Patrol:,State Police,CA0379946,SAN DIEGO,CA,,
575,34006,Highway Patrol:,State Police,CA0379950,SAN DIEGO,CA,,
576,34046,Highway Patrol:,State Police,CA0379951,SAN DIEGO,CA,,
577,33920,Highway Patrol:,State Police,CA0379980,SAN DIEGO,CA,,
578,1543,Lemon Grove Police Department,City,CA037A100,SAN DIEGO,CA,32.740322,-117.03116
579,1544,Santee Police Department,City,CA037A200,SAN DIEGO,CA,33.023604,-116.776117
580,1545,Poway Police Department,City,CA037A300,SAN DIEGO,CA,32.955612,-117.04518
581,1546,Encinitas Police Department,City,CA037A400,SAN DIEGO,CA,33.04468,-117.25954
582,1547,Solana Beach Police Department,City,CA037A500,SAN DIEGO,CA,33.04468,-117.25954
583,35723,MiraCosta College,University or College,CA037A600,SAN DIEGO,CA,,
584,1548,San Francisco County Sheriff's Office,County,CA0380000,SAN FRANCISCO,CA,37.727239,-123.032229
585,1549,San Francisco Police Department,City,CA0380100,SAN FRANCISCO,CA,37.775047,-122.40381
586,1551,San Francisco State University,University or College,CA0380300,SAN FRANCISCO,CA,37.720856,-122.47662
587,1552,San Francisco Bay Area Rapid Transit: San Francisco County,Other,CA0380500,SAN FRANCISCO,CA,37.79742,-122.26664
588,1557,Union Pacific Railroad: San Francisco County,Other,CA0381900,SAN FRANCISCO,CA,37.798763,-122.24971
589,1558,University of California: San Francisco,University or College,CA0389700,SAN FRANCISCO,CA,37.767666,-122.41551
590,33958,Highway Patrol:,State Police,CA0389921,SAN FRANCISCO,CA,,
591,34038,Highway Patrol:,State Police,CA0389935,SAN FRANCISCO,CA,,
592,1561,San Joaquin County Sheriff's Office,County,CA0390000,SAN JOAQUIN,CA,37.884598,-121.29794
593,1562,Escalon Police Department,City,CA0390100,SAN JOAQUIN,CA,37.935034,-121.272237
594,1563,Lodi Police Department,City,CA0390200,SAN JOAQUIN,CA,38.135468,-121.27515
595,1564,Manteca Police Department,City,CA0390300,SAN JOAQUIN,CA,37.79916,-121.231125
596,1565,Ripon Police Department,City,CA0390400,SAN JOAQUIN,CA,37.740936,-121.135475
597,1566,Stockton Police Department,City,CA0390500,SAN JOAQUIN,CA,37.935034,-121.272237
598,1567,Tracy Police Department,City,CA0390600,SAN JOAQUIN,CA,37.935034,-121.272237
599,34130,San Joaquin Delta College,University or College,CA0390800,SAN JOAQUIN,CA,,
600,1572,Stockton Unified School District,Other,CA0391500,SAN JOAQUIN,CA,37.96626,-121.290726
601,1573,Union Pacific Railroad: San Joaquin County,Other,CA0392100,SAN JOAQUIN,CA,37.798763,-122.24971
602,35725,Lathrop,City,CA0392400,SAN JOAQUIN,CA,,
603,33902,Highway Patrol:,State Police,CA0399912,SAN JOAQUIN,CA,,
604,34074,Highway Patrol:,State Police,CA0399965,SAN JOAQUIN,CA,,
605,34080,Highway Patrol:,State Police,CA0399966,SAN JOAQUIN,CA,,
606,1577,San Luis Obispo County Sheriff's Office,County,CA0400000,SAN LUIS OBISPO,CA,35.385227,-120.447541
607,1578,Arroyo Grande Police Department,City,CA0400100,SAN LUIS OBISPO,CA,35.120285,-120.59154
608,35729,Atascadero State Hospital,Other State Agency,CA040015M,SAN LUIS OBISPO,CA,,
609,1579,Grover Beach Police Department,City,CA0400200,SAN LUIS OBISPO,CA,35.120537,-120.6226
610,1580,Morro Bay Police Department,City,CA0400300,SAN LUIS OBISPO,CA,35.365948,-120.842705
611,1581,Paso Robles Police Department,City,CA0400400,SAN LUIS OBISPO,CA,35.62364,-120.68984
612,1582,Pismo Beach Police Department,City,CA0400500,SAN LUIS OBISPO,CA,35.14444,-120.64104
613,1583,San Luis Obispo Police Department,City,CA0400600,SAN LUIS OBISPO,CA,35.285446,-120.663635
614,1584,California State Polytechnic University: San Luis Obispo,University or College,CA0400700,SAN LUIS OBISPO,CA,35.385227,-120.447541
615,1585,Atascadero Police Department,City,CA0400800,SAN LUIS OBISPO,CA,35.49247,-120.67593
616,1587,Department of Parks and Recreation: San Simeon,Other State Agency,CA0401200,SAN LUIS OBISPO,CA,35.385227,-120.447541
617,1588,Department of Parks and Recreation: San Luis Obispo Coast,Other State Agency,CA0401300,SAN LUIS OBISPO,CA,35.257004,-120.66864
618,1589,Department of Parks and Recreation: Oceano Dunes,Other State Agency,CA0401400,SAN LUIS OBISPO,CA,35.257004,-120.66864
619,1591,Union Pacific Railroad: San Luis Obispo County,Other,CA0401800,SAN LUIS OBISPO,CA,37.798763,-122.24971
620,1592,Cuesta College,University or College,CA0401900,SAN LUIS OBISPO,CA,35.385227,-120.447541
621,33892,Highway Patrol:,State Police,CA0409901,SAN LUIS OBISPO,CA,,
622,33797,Highway Patrol:,State Police,CA0409940,SAN LUIS OBISPO,CA,,
623,34044,Highway Patrol:,State Police,CA0409945,SAN LUIS OBISPO,CA,,
624,1594,San Mateo County Sheriff's Office,County,CA0410000,SAN MATEO,CA,37.414663,-122.371545
625,1595,Atherton Police Department,City,CA0410100,SAN MATEO,CA,37.46327,-122.19748
626,1596,Belmont Police Department,City,CA0410200,SAN MATEO,CA,37.516838,-122.279594
627,1597,Brisbane Police Department,City,CA0410300,SAN MATEO,CA,37.687454,-122.40451
628,1598,Burlingame Police Department,City,CA0410400,SAN MATEO,CA,37.595444,-122.38218
629,1599,Colma Police Department,City,CA0410500,SAN MATEO,CA,37.67692,-122.458595
630,1600,Daly City Police Department,City,CA0410600,SAN MATEO,CA,37.691093,-122.472984
631,1602,Hillsborough Police Department,City,CA0410800,SAN MATEO,CA,37.57814,-122.35546
632,1603,Menlo Park Police Department,City,CA0410900,SAN MATEO,CA,37.45417,-122.17698
633,1605,Pacifica Police Department,City,CA0411100,SAN MATEO,CA,37.414663,-122.371545
634,1607,Redwood City Police Department,City,CA0411300,SAN MATEO,CA,37.49354,-122.21956
635,1608,San Bruno Police Department,City,CA0411400,SAN MATEO,CA,37.639008,-122.41736
636,1610,San Mateo Police Department,City,CA0411600,SAN MATEO,CA,37.551094,-122.30515
637,1611,South San Francisco Police Department,City,CA0411700,SAN MATEO,CA,37.6558,-122.43701
638,1613,Broadmoor Police Department,City,CA0411900,SAN MATEO,CA,37.414663,-122.371545
639,1614,Foster City Police Department,City,CA0412000,SAN MATEO,CA,37.55951,-122.27061
640,1616,San Francisco Bay Area Rapid Transit: San Mateo County,Other,CA0412300,SAN MATEO,CA,37.79742,-122.26664
641,1617,Union Pacific Railroad: San Mateo County,Other,CA041240X,SAN MATEO,CA,37.798763,-122.24971
642,1619,East Palo Alto Police Department,City,CA0412700,SAN MATEO,CA,37.472054,-122.139496
643,34028,Highway Patrol:,State Police,CA0419930,SAN MATEO,CA,,
644,1622,Santa Barbara County Sheriff's Office,County,CA0420000,SANTA BARBARA,CA,34.537248,-120.037915
645,1623,Guadalupe Police Department,City,CA0420100,SANTA BARBARA,CA,34.9701,-120.56895
646,1624,Lompoc Police Department,City,CA0420200,SANTA BARBARA,CA,34.537248,-120.037915
647,1625,Santa Barbara Police Department,City,CA0420300,SANTA BARBARA,CA,34.537248,-120.037915
648,1626,Santa Maria Police Department,City,CA0420400,SANTA BARBARA,CA,34.94979,-120.43389
649,1627,Carpinteria Police Department,City,CA0420500,SANTA BARBARA,CA,34.537248,-120.037915
650,1628,Union Pacific Railroad: Santa Barbara County,Other,CA042070X,SANTA BARBARA,CA,37.798763,-122.24971
651,1631,Solvang Police Department,City,CA0421000,SANTA BARBARA,CA,34.537248,-120.037915
652,1632,Allan Hancock College,University or College,CA0421100,SANTA BARBARA,CA,34.946743,-120.42478
653,1633,Buellton Police Department,City,CA0421200,SANTA BARBARA,CA,34.537248,-120.037915
654,1634,Goleta Police Department,City,CA042140X,SANTA BARBARA,CA,34.44241,-119.77944
655,1635,University of California: Santa Barbara,University or College,CA0429700,SANTA BARBARA,CA,34.537248,-120.037915
656,34054,Highway Patrol:,State Police,CA0429950,SANTA BARBARA,CA,,
657,33858,Highway Patrol:,State Police,CA0429955,SANTA BARBARA,CA,,
658,34050,Highway Patrol:,State Police,CA0429960,SANTA BARBARA,CA,,
659,1638,Santa Clara County Sheriff's Office,County,CA0430000,SANTA CLARA,CA,37.3542,-121.90724
660,1640,Campbell Police Department,City,CA0430200,SANTA CLARA,CA,37.288048,-121.94482
661,1641,Cupertino Police Department,City,CA0430300,SANTA CLARA,CA,37.3542,-121.90724
662,1642,Gilroy Police Department,City,CA0430400,SANTA CLARA,CA,37.003857,-121.57284
663,1643,Los Altos Police Department,City,CA0430500,SANTA CLARA,CA,37.382168,-122.11404
664,1644,Los Altos Hills Police Department,City,CA0430600,SANTA CLARA,CA,37.3542,-121.90724
665,1645,Los Gatos Police Department,City,CA0430700,SANTA CLARA,CA,37.220777,-121.690622
666,1646,Milpitas Police Department,City,CA0430800,SANTA CLARA,CA,37.452545,-121.91041
667,1647,Monte Sereno Police Department,City,CA0430900,SANTA CLARA,CA,37.221287,-121.97938
668,1648,Morgan Hill Police Department,City,CA0431000,SANTA CLARA,CA,37.220777,-121.690622
669,1649,Mountain View Police Department,City,CA0431100,SANTA CLARA,CA,37.394695,-122.08119
670,1650,Palo Alto Police Department,City,CA0431200,SANTA CLARA,CA,37.44405,-122.15936
671,1651,San Jose Police Department,City,CA0431300,SANTA CLARA,CA,37.220777,-121.690622
672,1652,Santa Clara Police Department,City,CA0431400,SANTA CLARA,CA,37.220777,-121.690622
673,1653,Saratoga Police Department,City,CA0431500,SANTA CLARA,CA,37.3542,-121.90724
674,1654,Sunnyvale Police Department,City,CA0431600,SANTA CLARA,CA,37.220777,-121.690622
675,1655,California State University: San Jose,University or College,CA0431700,SANTA CLARA,CA,37.220777,-121.690622
676,1657,San Jose/Evergreen Community College,University or College,CA0432000,SANTA CLARA,CA,37.29781,-121.76399
677,1658,West Valley-Mission College,University or College,CA043210X,SANTA CLARA,CA,37.26675,-122.01386
678,1661,Foothill-De Anza College,University or College,CA0432700,SANTA CLARA,CA,37.358177,-122.1275
679,1662,Union Pacific Railroad: Santa Clara County,Other,CA0433600,SANTA CLARA,CA,37.798763,-122.24971
680,32034,San Francisco Bay Area Rapid Transit:,Other,CA043380X,SANTA CLARA,CA,,
681,1663,Santa Clara Transit District,Other,CA043950X,SANTA CLARA,CA,37.3542,-121.90724
682,33948,Highway Patrol:,State Police,CA0439925,SANTA CLARA,CA,,
683,33930,Highway Patrol:,State Police,CA0439926,SANTA CLARA,CA,,
684,34042,Highway Patrol:,State Police,CA0439940,SANTA CLARA,CA,,
685,1666,Santa Cruz County Sheriff's Office,County,CA0440000,SANTA CRUZ,CA,37.012488,-122.007205
686,1667,Capitola Police Department,City,CA0440100,SANTA CRUZ,CA,36.974045,-121.95333
687,1668,Santa Cruz Police Department,City,CA0440200,SANTA CRUZ,CA,36.96701,-122.026955
688,1669,Watsonville Police Department,City,CA0440300,SANTA CRUZ,CA,37.012488,-122.007205
689,1670,Scotts Valley Police Department,City,CA0440400,SANTA CRUZ,CA,37.049614,-122.017624
690,1672,Union Pacific Railroad: Santa Cruz County,Other,CA044060X,SANTA CRUZ,CA,37.798763,-122.24971
691,1674,Department of Parks and Recreation: Santa Cruz Mountains,Other State Agency,CA0440800,SANTA CRUZ,CA,37.043594,-122.06985
692,1675,University of California: Santa Cruz,University or College,CA0449700,SANTA CRUZ,CA,36.977455,-122.055786
693,33894,Highway Patrol:,State Police,CA0449909,SANTA CRUZ,CA,,
694,34052,Highway Patrol:,State Police,CA0449920,SANTA CRUZ,CA,,
695,1677,Shasta County Sheriff's Office,County,CA0450000,SHASTA,CA,40.582897,-122.395515
696,1678,Anderson Police Department,City,CA0450100,SHASTA,CA,40.453262,-122.298325
697,1679,Redding Police Department,City,CA0450200,SHASTA,CA,40.585827,-122.39283
698,1680,Union Pacific Railroad: Shasta County,Other,CA045030X,SHASTA,CA,37.798763,-122.24971
699,1682,Shasta County Marshal,Other,CA0459100,SHASTA,CA,40.583073,-122.39574
700,33998,Highway Patrol:,State Police,CA0459901,SHASTA,CA,,
701,34000,Highway Patrol:,State Police,CA0459907,SHASTA,CA,,
702,34026,Highway Patrol:,State Police,CA0459935,SHASTA,CA,,
703,1685,Sierra County Sheriff's Office,County,CA0460000,SIERRA,CA,39.576925,-120.521993
704,1687,Union Pacific Railroad: Sierra County,Other,CA046020X,SIERRA,CA,37.798763,-122.24971
705,1689,Siskiyou County Sheriff's Office,County,CA0470000,SISKIYOU,CA,41.72972,-122.63826
706,1690,Dorris Police Department,City,CA0470100,SISKIYOU,CA,41.72972,-122.63826
707,1691,Dunsmuir Police Department,City,CA0470200,SISKIYOU,CA,41.587986,-122.533287
708,1692,Etna Police Department,City,CA0470300,SISKIYOU,CA,41.587986,-122.533287
709,1693,Fort Jones Police Department,City,CA0470400,SISKIYOU,CA,41.72972,-122.63826
710,1694,Montague Police Department,City,CA0470500,SISKIYOU,CA,41.587986,-122.533287
711,1695,Mount Shasta Police Department,City,CA0470600,SISKIYOU,CA,41.313313,-122.31235
712,1696,Tulelake Police Department,City,CA0470700,SISKIYOU,CA,41.587986,-122.533287
713,1697,Weed Police Department,City,CA0470800,SISKIYOU,CA,41.587986,-122.533287
714,1698,Yreka Police Department,City,CA0470900,SISKIYOU,CA,41.732212,-122.638565
715,1699,Lake Shastina Police Department,City,CA0471000,SISKIYOU,CA,41.587986,-122.533287
716,1702,Union Pacific Railroad: Siskiyou County,Other,CA0471600,SISKIYOU,CA,37.798763,-122.24971
717,34112,Highway Patrol:,State Police,CA0479945,SISKIYOU,CA,,
718,33986,Highway Patrol:,State Police,CA0479946,SISKIYOU,CA,,
719,33914,Highway Patrol:,State Police,CA0479947,SISKIYOU,CA,,
720,1704,Solano County Sheriff's Office,County,CA0480000,SOLANO,CA,38.267226,-121.939594
721,1705,Benicia Police Department,City,CA0480100,SOLANO,CA,38.05287,-122.153496
722,1706,Dixon Police Department,City,CA0480200,SOLANO,CA,38.44554,-121.82381
723,1707,Fairfield Police Department,City,CA0480300,SOLANO,CA,38.251545,-122.04343
724,1708,Rio Vista Police Department,City,CA0480400,SOLANO,CA,38.15519,-121.689926
725,1709,Suisun City Police Department,City,CA0480500,SOLANO,CA,38.239162,-122.036934
726,1710,Vacaville Police Department,City,CA0480600,SOLANO,CA,38.35016,-121.99458
727,1711,Vallejo Police Department,City,CA0480700,SOLANO,CA,38.267226,-121.939594
728,1712,Union Pacific Railroad: Solano County,Other,CA048080X,SOLANO,CA,37.798763,-122.24971
729,33934,Highway Patrol:,State Police,CA0489901,SOLANO,CA,,
730,34060,Highway Patrol:,State Police,CA0489965,SOLANO,CA,,
731,33890,Highway Patrol:,State Police,CA0489966,SOLANO,CA,,
732,1717,Sonoma County Sheriff's Office,County,CA0490000,SONOMA,CA,38.46769,-122.72429
733,1718,Cloverdale Police Department,City,CA0490100,SONOMA,CA,38.806206,-123.01682
734,1719,Cotati Police Department,City,CA0490200,SONOMA,CA,38.323624,-122.70799
735,1720,Healdsburg Police Department,City,CA0490300,SONOMA,CA,38.609367,-122.86905
736,1721,Rohnert Park Police Department,City,CA0490400,SONOMA,CA,38.525026,-122.937605
737,1722,Santa Rosa Police Department,City,CA0490500,SONOMA,CA,38.525026,-122.937605
738,1723,Sebastopol Police Department,City,CA0490600,SONOMA,CA,38.525026,-122.937605
739,1724,Sonoma Police Department,City,CA0490700,SONOMA,CA,38.29818,-122.45794
740,1725,Petaluma Police Department,City,CA0490800,SONOMA,CA,38.245697,-122.64498
741,1726,Sonoma State University,University or College,CA0490900,SONOMA,CA,38.525026,-122.937605
742,1727,Union Pacific Railroad: Sonoma County,Other,CA049100X,SONOMA,CA,37.798763,-122.24971
743,1728,Department of Parks and Recreation: Silverado,Other State Agency,CA0491100,SONOMA,CA,38.525026,-122.937605
744,1729,Department of Parks and Recreation: Russian River,Other State Agency,CA0491200,SONOMA,CA,38.525026,-122.937605
745,1731,Santa Rosa Junior College,University or College,CA0491400,SONOMA,CA,38.454853,-122.71736
746,1732,Windsor Police Department,City,CA049150X,SONOMA,CA,38.46769,-122.72429
747,34056,Highway Patrol:,State Police,CA0499960,SONOMA,CA,,
748,1735,Stanislaus County Sheriff's Office,County,CA0500000,STANISLAUS,CA,37.587627,-120.99018
749,1736,Ceres Police Department,City,CA0500100,STANISLAUS,CA,37.592953,-120.95455
750,1737,Modesto Police Department,City,CA0500200,STANISLAUS,CA,37.636703,-120.99575
751,1738,Newman Police Department,City,CA0500300,STANISLAUS,CA,37.562384,-121.002656
752,1739,Oakdale Police Department,City,CA0500400,STANISLAUS,CA,37.76764,-120.84985
753,1740,Patterson Police Department,City,CA0500500,STANISLAUS,CA,37.470737,-121.13036
754,1741,Riverbank Police Department,City,CA0500600,STANISLAUS,CA,37.7363,-120.93573
755,1742,Turlock Police Department,City,CA0500700,STANISLAUS,CA,37.562384,-121.002656
756,1743,Waterford Police Department,City,CA0500800,STANISLAUS,CA,37.562384,-121.002656
757,1744,Hughson Police Department,City,CA0500900,STANISLAUS,CA,37.562384,-121.002656
758,1745,California State University: Stanislaus,University or College,CA0501000,STANISLAUS,CA,37.562384,-121.002656
759,1747,Union Pacific Railroad: Stanislaus County,Other,CA050120X,STANISLAUS,CA,37.798763,-122.24971
760,34116,Highway Patrol:,State Police,CA0509912,STANISLAUS,CA,,
761,33974,Highway Patrol:,State Police,CA0509965,STANISLAUS,CA,,
762,1752,Sutter County Sheriff's Office,County,CA0510000,SUTTER,CA,39.128967,-121.60707
763,1754,Yuba City Police Department,City,CA0510200,SUTTER,CA,39.144726,-121.641426
764,1755,Union Pacific Railroad: Sutter County,Other,CA051040X,SUTTER,CA,37.798763,-122.24971
765,34114,Highway Patrol:,State Police,CA0519985,SUTTER,CA,,
766,1757,Tehama County Sheriff's Office,County,CA0520000,TEHAMA,CA,40.126156,-122.232276
767,1758,Corning Police Department,City,CA0520100,TEHAMA,CA,39.928185,-122.179276
768,1759,Red Bluff Police Department,City,CA0520200,TEHAMA,CA,40.175694,-122.23484
769,1761,Union Pacific Railroad: Tehama County,Other,CA052040X,TEHAMA,CA,37.798763,-122.24971
770,34024,Highway Patrol:,State Police,CA0529930,TEHAMA,CA,,
771,33898,Highway Patrol:,State Police,CA0529931,TEHAMA,CA,,
772,1763,Trinity County Sheriff's Office,County,CA0530000,TRINITY,CA,40.647724,-123.114404
773,1764,Union Pacific Railroad: Trinity County,Other,CA053010X,TRINITY,CA,37.798763,-122.24971
774,34082,Highway Patrol:,State Police,CA0539975,TRINITY,CA,,
775,1767,Tulare County Sheriff's Office,County,CA0540000,TULARE,CA,36.327877,-119.317764
776,1768,Dinuba Police Department,City,CA0540100,TULARE,CA,36.55121,-119.39516
777,1769,Exeter Police Department,City,CA0540200,TULARE,CA,36.297142,-119.138405
778,1770,Farmersville Police Department,City,CA0540300,TULARE,CA,36.29776,-119.19875
779,1771,Lindsay Police Department,City,CA0540400,TULARE,CA,36.228824,-118.781061
780,1772,Porterville Police Department,City,CA0540500,TULARE,CA,36.072,-119.01828
781,1773,Tulare Police Department,City,CA0540600,TULARE,CA,36.207127,-119.34315
782,1774,Visalia Police Department,City,CA0540700,TULARE,CA,36.32839,-119.29881
783,1775,Woodlake Police Department,City,CA0540800,TULARE,CA,36.418293,-119.09891
784,1777,Union Pacific Railroad: Tulare County,Other,CA054100X,TULARE,CA,37.798763,-122.24971
785,1778,College of the Sequoias,University or College,CA0541100,TULARE,CA,36.33777,-119.31424
786,35727,Porterville Developmental Center,Other State Agency,CA0541200,TULARE,CA,,
787,34096,Highway Patrol:,State Police,CA0549980,TULARE,CA,,
788,34016,Highway Patrol:,State Police,CA0549981,TULARE,CA,,
789,1781,Tuolumne County Sheriff's Office,County,CA0550000,TUOLUMNE,CA,37.984512,-120.38597
790,1782,Sonora Police Department,City,CA0550100,TUOLUMNE,CA,37.98655,-120.38485
791,34062,Highway Patrol:,State Police,CA0559925,TUOLUMNE,CA,,
792,1785,Ventura County Sheriff's Office,County,CA0560000,VENTURA,CA,34.26795,-119.212875
793,1786,Camarillo Police Department,City,CA0560100,VENTURA,CA,34.26795,-119.212875
794,1787,Fillmore Police Department,City,CA0560200,VENTURA,CA,34.26795,-119.212875
795,1788,Ojai Police Department,City,CA0560300,VENTURA,CA,34.26795,-119.212875
796,1789,Oxnard Police Department,City,CA0560400,VENTURA,CA,34.200966,-119.181076
797,1790,Port Hueneme Police Department,City,CA0560500,VENTURA,CA,34.14973,-119.19544
798,1791,Santa Paula Police Department,City,CA0560600,VENTURA,CA,34.35691,-119.06136
799,1792,Thousand Oaks Police Department,City,CA0560700,VENTURA,CA,34.26795,-119.212875
800,1793,Ventura Police Department,City,CA0560800,VENTURA,CA,34.26,-119.2226
801,1794,Simi Valley Police Department,City,CA0560900,VENTURA,CA,34.286324,-118.72261
802,1796,Department of Parks and Recreation: Angeles,Other State Agency,CA0561300,VENTURA,CA,34.358741,-119.133143
803,1797,Moorpark Police Department,City,CA056140X,VENTURA,CA,,
804,1798,Department of Parks and Recreation: Channel Coast,Other State Agency,CA0561500,VENTURA,CA,34.358741,-119.133143
805,1800,Department of Parks and Recreation: Hungry Valley,Other State Agency,CA0561700,VENTURA,CA,34.358741,-119.133143
806,1801,Union Pacific Railroad: Ventura County,Other,CA0562100,VENTURA,CA,34.358741,-119.133143
807,1802,California State University: Channel Islands,University or College,CA0562200,VENTURA,CA,34.183487,-119.04012
808,1803,Ventura County Community College District,University or College,CA056800X,VENTURA,CA,,
809,33896,Highway Patrol:,State Police,CA0569910,VENTURA,CA,,
810,34092,Highway Patrol:,State Police,CA0569965,VENTURA,CA,,
811,33886,Highway Patrol:,State Police,CA0569966,VENTURA,CA,,
812,33980,Highway Patrol:,State Police,CA0569970,VENTURA,CA,,
813,1806,Yolo County Sheriff's Office,County,CA0570000,YOLO,CA,38.679595,-121.902444
814,1807,Davis Police Department,City,CA0570100,YOLO,CA,38.679595,-121.902444
815,1808,Winters Police Department,City,CA0570200,YOLO,CA,38.521507,-121.97047
816,1809,Woodland Police Department,City,CA0570300,YOLO,CA,38.679595,-121.902444
817,1810,West Sacramento Police Department,City,CA0570400,YOLO,CA,38.679595,-121.902444
818,1811,Union Pacific Railroad: Yolo County,Other,CA057050X,YOLO,CA,37.798763,-122.24971
819,1813,University of California: Davis,University or College,CA0579700,YOLO,CA,38.679595,-121.902444
820,34110,Highway Patrol:,State Police,CA0579980,YOLO,CA,,
821,1816,Yuba County Sheriff's Office,County,CA0580000,YUBA,CA,39.270026,-121.34428
822,1817,Marysville Police Department,City,CA0580100,YUBA,CA,39.270026,-121.34428
823,1818,Wheatland Police Department,City,CA0580200,YUBA,CA,39.270026,-121.34428
824,1819,Union Pacific Railroad: Yuba County,Other,CA058030X,YUBA,CA,37.798763,-122.24971
825,27547,Blue Lake Tribal,Tribal,CADI03900,NOT SPECIFIED,CA,,
826,25312,La Jolla Tribal,Tribal,CADI0990X,NOT SPECIFIED,CA,,
827,1822,Tule River Tribal,Tribal,CADIT0000,NOT SPECIFIED,CA,36.228824,-118.781061
