,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",ori_number
4,2021.0,14.0,124.0,1.0,1.0,0.0,18.0,39.0,18.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,39.0,9.0,0.0,0.0,8.0,1.0,1.0,CA030350X
5,2022.0,26.0,318.0,1.0,9.0,0.0,53.0,102.0,61.0,0.0,5.0,6.0,19.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,94.0,12.0,0.0,0.0,28.0,22.0,4.0,CA030350X
0,2017.0,56.0,320.0,1.0,35.0,1.0,2.0,84.0,385.0,4.0,0.0,3.0,11.0,0.0,0.0,0.0,30.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,43.0,13.0,0.0,1.0,28.0,13.0,3.0,CA030360X
1,2018.0,60.0,483.0,0.0,28.0,0.0,0.0,96.0,359.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,67.0,12.0,0.0,0.0,16.0,11.0,6.0,CA030360X
2,2019.0,46.0,520.0,0.0,18.0,0.0,4.0,119.0,413.0,6.0,0.0,3.0,20.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,65.0,7.0,0.0,0.0,13.0,22.0,8.0,CA030360X
3,2020.0,45.0,352.0,0.0,17.0,0.0,2.0,94.0,362.0,3.0,0.0,3.0,10.0,0.0,0.0,0.0,27.0,12.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,52.0,13.0,0.0,0.0,11.0,29.0,9.0,CA030360X
4,2021.0,7.0,135.0,0.0,2.0,0.0,7.0,25.0,31.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,5.0,0.0,0.0,4.0,1.0,0.0,CA030360X
5,2022.0,13.0,251.0,1.0,7.0,0.0,48.0,33.0,60.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,15.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,51.0,14.0,0.0,0.0,8.0,13.0,1.0,CA030360X
0,2017.0,81.0,139.0,0.0,33.0,0.0,4.0,83.0,156.0,11.0,0.0,2.0,6.0,0.0,0.0,0.0,37.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,43.0,16.0,0.0,0.0,10.0,12.0,4.0,CA030390X
1,2018.0,75.0,139.0,0.0,53.0,0.0,2.0,109.0,158.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,56.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,41.0,14.0,0.0,0.0,6.0,17.0,6.0,CA030390X
2,2019.0,56.0,146.0,0.0,40.0,0.0,3.0,84.0,326.0,17.0,0.0,5.0,10.0,0.0,0.0,0.0,46.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,60.0,20.0,0.0,0.0,4.0,16.0,3.0,CA030390X
3,2020.0,54.0,96.0,2.0,26.0,0.0,0.0,95.0,207.0,17.0,0.0,5.0,9.0,0.0,0.0,0.0,50.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,5.0,39.0,11.0,0.0,0.0,9.0,5.0,3.0,CA030390X
4,2021.0,5.0,111.0,0.0,5.0,0.0,10.0,40.0,35.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,31.0,3.0,0.0,1.0,7.0,6.0,0.0,CA030390X
5,2022.0,28.0,234.0,1.0,10.0,0.0,12.0,58.0,36.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,31.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,63.0,7.0,0.0,1.0,5.0,17.0,1.0,CA030390X
0,2017.0,19.0,105.0,0.0,18.0,0.0,1.0,39.0,96.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,5.0,0.0,0.0,17.0,10.0,2.0,CA030420X
1,2018.0,43.0,90.0,0.0,13.0,1.0,1.0,38.0,112.0,10.0,0.0,4.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,36.0,4.0,0.0,1.0,15.0,8.0,1.0,CA030420X
2,2019.0,41.0,90.0,0.0,10.0,0.0,2.0,33.0,97.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,33.0,2.0,0.0,0.0,6.0,5.0,4.0,CA030420X
3,2020.0,50.0,72.0,0.0,6.0,0.0,0.0,47.0,203.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,35.0,7.0,0.0,2.0,11.0,9.0,2.0,CA030420X
4,2021.0,10.0,92.0,3.0,1.0,0.0,1.0,20.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,6.0,0.0,0.0,2.0,4.0,0.0,CA030420X
5,2022.0,23.0,173.0,1.0,3.0,0.0,12.0,29.0,21.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,29.0,11.0,0.0,0.0,6.0,12.0,0.0,CA030420X
0,2017.0,133.0,268.0,1.0,27.0,0.0,3.0,199.0,477.0,53.0,0.0,9.0,19.0,0.0,0.0,0.0,51.0,6.0,0.0,7.0,0.0,0.0,0.0,9.0,10.0,82.0,14.0,0.0,7.0,16.0,39.0,8.0,CA030430X
1,2018.0,103.0,302.0,0.0,35.0,1.0,0.0,167.0,509.0,40.0,0.0,3.0,8.0,0.0,0.0,0.0,42.0,0.0,0.0,7.0,5.0,0.0,0.0,5.0,10.0,96.0,6.0,0.0,1.0,13.0,43.0,5.0,CA030430X
2,2019.0,97.0,277.0,1.0,22.0,1.0,2.0,121.0,592.0,43.0,0.0,4.0,9.0,0.0,0.0,0.0,35.0,2.0,0.0,9.0,1.0,0.0,0.0,2.0,6.0,91.0,38.0,0.0,0.0,16.0,45.0,7.0,CA030430X
3,2020.0,109.0,147.0,3.0,27.0,0.0,3.0,119.0,476.0,34.0,1.0,7.0,6.0,0.0,0.0,0.0,39.0,2.0,0.0,10.0,2.0,0.0,0.0,1.0,11.0,71.0,22.0,0.0,0.0,24.0,33.0,8.0,CA030430X
4,2021.0,19.0,320.0,0.0,8.0,0.0,12.0,49.0,71.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,56.0,7.0,0.0,0.0,16.0,19.0,1.0,CA030430X
5,2022.0,27.0,654.0,7.0,16.0,0.0,27.0,93.0,150.0,0.0,1.0,8.0,20.0,0.0,0.0,0.0,44.0,4.0,0.0,2.0,0.0,3.0,0.0,3.0,21.0,131.0,57.0,0.0,0.0,15.0,45.0,5.0,CA030430X
0,2017.0,6.0,13.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,CA030470X
1,2018.0,9.0,19.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,CA030470X
2,2019.0,3.0,21.0,0.0,6.0,0.0,3.0,6.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,CA030470X
3,2020.0,10.0,14.0,1.0,4.0,0.0,0.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,2.0,1.0,CA030470X
4,2021.0,2.0,12.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,CA030470X
5,2022.0,2.0,24.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,CA030470X
0,2017.0,38.0,76.0,0.0,22.0,0.0,1.0,71.0,56.0,18.0,0.0,3.0,2.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,1.0,0.0,0.0,6.0,4.0,3.0,CA030480X
1,2018.0,42.0,67.0,0.0,28.0,0.0,0.0,85.0,116.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,4.0,0.0,0.0,6.0,7.0,6.0,CA030480X
2,2019.0,36.0,85.0,1.0,19.0,1.0,0.0,39.0,105.0,13.0,0.0,3.0,4.0,0.0,0.0,0.0,43.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,28.0,5.0,0.0,0.0,9.0,3.0,2.0,CA030480X
3,2020.0,32.0,34.0,0.0,8.0,0.0,1.0,33.0,60.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,27.0,3.0,0.0,0.0,8.0,7.0,2.0,CA030480X
4,2021.0,5.0,29.0,0.0,1.0,0.0,6.0,14.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,3.0,0.0,0.0,2.0,5.0,1.0,CA030480X
5,2022.0,8.0,109.0,0.0,2.0,0.0,5.0,27.0,18.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,37.0,3.0,0.0,0.0,1.0,6.0,0.0,CA030480X
0,2017.0,42.0,95.0,0.0,15.0,0.0,0.0,58.0,140.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,37.0,4.0,0.0,0.0,10.0,11.0,2.0,CA030490X
1,2018.0,35.0,100.0,0.0,30.0,1.0,0.0,28.0,139.0,7.0,0.0,6.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,33.0,4.0,0.0,0.0,8.0,12.0,6.0,CA030490X
2,2019.0,44.0,73.0,0.0,27.0,0.0,0.0,46.0,157.0,7.0,0.0,2.0,7.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,34.0,7.0,0.0,0.0,6.0,11.0,0.0,CA030490X
3,2020.0,52.0,47.0,3.0,5.0,0.0,0.0,34.0,96.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,30.0,6.0,0.0,0.0,6.0,5.0,4.0,CA030490X
4,2021.0,7.0,56.0,0.0,2.0,0.0,7.0,7.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,6.0,0.0,CA030490X
5,2022.0,15.0,54.0,0.0,2.0,0.0,8.0,29.0,12.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,3.0,0.0,0.0,3.0,1.0,1.0,CA030490X
0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0309600
1,2020.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0309600
2,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0309600
0,2017.0,10.0,20.0,0.0,3.0,0.0,6.0,39.0,39.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,1.0,3.0,1.0,CA0309700
1,2018.0,7.0,24.0,0.0,3.0,0.0,7.0,13.0,55.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,3.0,2.0,10.0,0.0,CA0309700
2,2019.0,7.0,14.0,1.0,3.0,0.0,3.0,11.0,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,2.0,1.0,CA0309700
3,2020.0,12.0,29.0,0.0,2.0,0.0,4.0,7.0,115.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,3.0,11.0,1.0,CA0309700
4,2022.0,3.0,54.0,0.0,0.0,0.0,2.0,7.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,4.0,0.0,CA0309700
0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0309970
1,2022.0,0.0,4.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0309970
0,2021.0,1.0,8.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CA0309975
1,2022.0,3.0,65.0,1.0,0.0,0.0,0.0,843.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,CA0309975
0,2021.0,2.0,1.0,0.0,0.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CA0309990
1,2022.0,1.0,22.0,0.0,0.0,0.0,0.0,412.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,CA0309990
0,2017.0,235.0,2252.0,2.0,117.0,1.0,3.0,168.0,722.0,575.0,7.0,18.0,58.0,19.0,0.0,0.0,155.0,60.0,0.0,51.0,4.0,0.0,2.0,9.0,32.0,137.0,54.0,0.0,2.0,37.0,85.0,24.0,CA0310000
1,2018.0,196.0,1862.0,5.0,138.0,0.0,5.0,89.0,535.0,452.0,2.0,20.0,21.0,21.0,0.0,0.0,105.0,58.0,0.0,20.0,1.0,0.0,11.0,4.0,19.0,153.0,31.0,0.0,3.0,27.0,83.0,29.0,CA0310000
2,2019.0,229.0,1633.0,4.0,102.0,0.0,3.0,68.0,567.0,466.0,10.0,25.0,38.0,40.0,0.0,0.0,109.0,15.0,0.0,28.0,1.0,0.0,41.0,7.0,26.0,167.0,26.0,0.0,5.0,44.0,74.0,25.0,CA0310000
3,2020.0,257.0,1275.0,3.0,101.0,0.0,6.0,71.0,564.0,322.0,1.0,10.0,13.0,56.0,0.0,0.0,100.0,1.0,0.0,35.0,2.0,2.0,4.0,6.0,33.0,147.0,27.0,0.0,2.0,37.0,81.0,19.0,CA0310000
4,2022.0,172.0,1030.0,9.0,69.0,0.0,2.0,38.0,506.0,232.0,3.0,9.0,33.0,59.0,0.0,0.0,108.0,23.0,0.0,26.0,3.0,0.0,4.0,5.0,9.0,161.0,31.0,0.0,6.0,31.0,81.0,30.0,CA0310000
0,2017.0,29.0,218.0,0.0,22.0,0.0,1.0,95.0,87.0,122.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,2.0,0.0,1.0,1.0,4.0,43.0,5.0,0.0,2.0,5.0,4.0,5.0,CA0310100
1,2018.0,43.0,109.0,2.0,10.0,0.0,3.0,82.0,68.0,68.0,1.0,5.0,3.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,11.0,1.0,8.0,41.0,2.0,0.0,1.0,6.0,3.0,3.0,CA0310100
2,2019.0,40.0,53.0,1.0,11.0,0.0,0.0,76.0,49.0,67.0,1.0,3.0,5.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,33.0,7.0,0.0,1.0,8.0,2.0,8.0,CA0310100
3,2020.0,11.0,65.0,0.0,5.0,0.0,1.0,50.0,45.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,3.0,26.0,3.0,0.0,3.0,4.0,3.0,7.0,CA0310100
4,2021.0,1.0,4.0,0.0,0.0,0.0,5.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0310100
5,2022.0,26.0,64.0,3.0,11.0,1.0,34.0,107.0,23.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,63.0,1.0,0.0,0.0,16.0,10.0,2.0,CA0310100
0,2017.0,29.0,33.0,2.0,15.0,0.0,0.0,55.0,102.0,50.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,18.0,4.0,0.0,2.0,3.0,8.0,1.0,CA0310300
1,2018.0,24.0,32.0,0.0,26.0,0.0,0.0,77.0,189.0,42.0,0.0,2.0,6.0,0.0,0.0,0.0,13.0,1.0,0.0,2.0,1.0,0.0,9.0,1.0,6.0,23.0,3.0,0.0,8.0,0.0,8.0,1.0,CA0310300
2,2019.0,20.0,43.0,0.0,24.0,0.0,1.0,52.0,168.0,47.0,1.0,1.0,3.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,23.0,9.0,0.0,2.0,3.0,34.0,2.0,CA0310300
3,2020.0,24.0,55.0,1.0,12.0,0.0,1.0,62.0,328.0,41.0,1.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,32.0,9.0,0.0,0.0,4.0,23.0,1.0,CA0310300
4,2021.0,0.0,13.0,0.0,0.0,0.0,2.0,7.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,CA0310300
5,2022.0,21.0,111.0,1.0,6.0,0.0,35.0,78.0,142.0,0.0,1.0,4.0,21.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,48.0,11.0,0.0,1.0,4.0,19.0,0.0,CA0310300
0,2017.0,55.0,55.0,0.0,65.0,0.0,0.0,88.0,186.0,48.0,1.0,2.0,8.0,0.0,0.0,0.0,40.0,1.0,0.0,26.0,0.0,0.0,11.0,0.0,9.0,46.0,11.0,0.0,0.0,4.0,17.0,5.0,CA0310400
1,2018.0,56.0,69.0,3.0,49.0,0.0,1.0,103.0,237.0,50.0,2.0,4.0,4.0,0.0,0.0,0.0,40.0,2.0,0.0,17.0,0.0,0.0,23.0,1.0,2.0,40.0,8.0,0.0,1.0,7.0,15.0,7.0,CA0310400
2,2019.0,53.0,86.0,0.0,38.0,0.0,0.0,84.0,249.0,48.0,4.0,0.0,7.0,0.0,0.0,0.0,45.0,0.0,0.0,26.0,0.0,0.0,16.0,3.0,3.0,44.0,8.0,0.0,0.0,7.0,10.0,9.0,CA0310400
3,2020.0,54.0,63.0,2.0,49.0,0.0,1.0,63.0,260.0,39.0,1.0,1.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,18.0,1.0,0.0,0.0,2.0,10.0,44.0,14.0,0.0,0.0,10.0,19.0,7.0,CA0310400
4,2021.0,5.0,14.0,0.0,1.0,0.0,4.0,17.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,CA0310400
5,2022.0,20.0,276.0,1.0,6.0,0.0,51.0,81.0,142.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,56.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,81.0,27.0,0.0,0.0,12.0,24.0,0.0,CA0310400
0,2017.0,280.0,251.0,6.0,195.0,0.0,15.0,305.0,802.0,238.0,9.0,18.0,53.0,0.0,0.0,0.0,223.0,3.0,0.0,43.0,0.0,0.0,39.0,8.0,47.0,201.0,42.0,0.0,11.0,40.0,69.0,23.0,CA0310500
1,2018.0,270.0,309.0,4.0,175.0,0.0,9.0,275.0,778.0,232.0,6.0,23.0,44.0,0.0,0.0,0.0,183.0,2.0,0.0,23.0,3.0,0.0,30.0,6.0,73.0,193.0,43.0,0.0,6.0,27.0,73.0,18.0,CA0310500
2,2019.0,298.0,323.0,4.0,153.0,0.0,5.0,272.0,907.0,248.0,9.0,12.0,33.0,0.0,0.0,0.0,144.0,3.0,0.0,30.0,2.0,0.0,22.0,6.0,63.0,256.0,68.0,0.0,10.0,28.0,94.0,15.0,CA0310500
3,2020.0,265.0,300.0,3.0,102.0,0.0,6.0,240.0,1257.0,212.0,5.0,18.0,18.0,0.0,0.0,0.0,119.0,4.0,0.0,30.0,1.0,0.0,11.0,3.0,47.0,216.0,48.0,0.0,6.0,35.0,100.0,23.0,CA0310500
4,2022.0,324.0,230.0,6.0,97.0,0.0,5.0,309.0,673.0,150.0,7.0,18.0,12.0,0.0,0.0,0.0,139.0,0.0,0.0,53.0,2.0,0.0,0.0,7.0,40.0,229.0,83.0,0.0,2.0,30.0,54.0,22.0,CA0310500
0,2017.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0310700
1,2018.0,0.0,5.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0310700
2,2019.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,CA0310700
3,2020.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,CA0310700
4,2021.0,2.0,5.0,0.0,0.0,0.0,4.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,CA0310700
5,2022.0,0.0,3.0,0.0,0.0,0.0,3.0,18.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0310700
0,2017.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,CA0311200
1,2018.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0311200
2,2019.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0311200
0,2021.0,0.0,5.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CA0319920
1,2022.0,3.0,14.0,0.0,0.0,0.0,0.0,325.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,CA0319920
0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0319921
1,2022.0,1.0,7.0,0.0,0.0,0.0,1.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CA0319921
