,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",ori_number
4,2022.0,139.0,329.0,3.0,94.0,0.0,82.0,88.0,738.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,30.0,147.0,45.0,0.0,10.0,64.0,45.0,16.0,CA0120300
0,2017.0,3.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,CA0120400
1,2018.0,1.0,5.0,0.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,CA0120400
2,2019.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0120400
3,2020.0,3.0,8.0,0.0,1.0,0.0,0.0,10.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0120400
4,2021.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0120400
5,2022.0,1.0,3.0,0.0,0.0,0.0,20.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,CA0120400
0,2017.0,35.0,309.0,0.0,25.0,0.0,1.0,60.0,191.0,58.0,0.0,2.0,4.0,0.0,0.0,0.0,26.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,37.0,8.0,0.0,2.0,15.0,12.0,2.0,CA0120500
1,2018.0,37.0,381.0,0.0,27.0,0.0,0.0,77.0,154.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,12.0,0.0,0.0,11.0,9.0,3.0,CA0120500
2,2019.0,32.0,284.0,0.0,20.0,0.0,5.0,69.0,113.0,46.0,0.0,1.0,7.0,0.0,0.0,0.0,16.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,41.0,9.0,0.0,1.0,15.0,7.0,1.0,CA0120500
3,2020.0,49.0,175.0,3.0,24.0,0.0,4.0,54.0,139.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,50.0,16.0,0.0,2.0,10.0,8.0,2.0,CA0120500
4,2021.0,1.0,29.0,1.0,0.0,0.0,34.0,15.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,CA0120500
5,2022.0,8.0,157.0,2.0,3.0,0.0,136.0,43.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,10.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,47.0,8.0,0.0,0.0,8.0,11.0,1.0,CA0120500
0,2017.0,29.0,30.0,0.0,1.0,1.0,2.0,21.0,41.0,21.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,4.0,11.0,0.0,CA0120700
1,2018.0,10.0,20.0,0.0,0.0,1.0,1.0,3.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,18.0,0.0,0.0,1.0,3.0,4.0,1.0,CA0120700
2,2019.0,15.0,20.0,1.0,7.0,0.0,1.0,21.0,31.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,8.0,1.0,CA0120700
3,2020.0,15.0,23.0,0.0,5.0,0.0,2.0,24.0,57.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,3.0,0.0,0.0,6.0,4.0,1.0,CA0120700
4,2021.0,1.0,23.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,CA0120700
5,2022.0,7.0,75.0,0.0,2.0,0.0,35.0,14.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,1.0,7.0,7.0,0.0,CA0120700
0,2017.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0120800
1,2018.0,0.0,12.0,0.0,0.0,0.0,3.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,CA0120800
2,2019.0,0.0,9.0,0.0,2.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,CA0120800
3,2020.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,CA0120800
4,2022.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,4.0,1.0,CA0120800
0,2017.0,2.0,112.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,CA0121100
1,2018.0,0.0,61.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,CA0121100
2,2019.0,2.0,45.0,0.0,0.0,0.0,0.0,8.0,24.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,CA0121100
3,2020.0,0.0,31.0,0.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,2.0,CA0121100
4,2021.0,0.0,15.0,0.0,2.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,CA0121100
5,2022.0,2.0,11.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,CA0121100
0,2021.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,CA0129925
1,2022.0,4.0,16.0,0.0,0.0,0.0,1.0,258.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,1.0,6.0,0.0,CA0129925
0,2021.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,CA0129926
1,2022.0,0.0,24.0,0.0,0.0,0.0,1.0,230.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,CA0129926
0,2017.0,136.0,650.0,5.0,47.0,0.0,3.0,76.0,454.0,33.0,3.0,4.0,9.0,0.0,0.0,0.0,24.0,4.0,3.0,23.0,4.0,6.0,0.0,6.0,6.0,154.0,30.0,0.0,3.0,16.0,93.0,86.0,CA0130000
1,2018.0,118.0,324.0,6.0,48.0,0.0,8.0,82.0,248.0,21.0,2.0,6.0,5.0,0.0,0.0,0.0,27.0,5.0,1.0,20.0,6.0,0.0,0.0,5.0,5.0,132.0,20.0,0.0,2.0,17.0,37.0,27.0,CA0130000
2,2019.0,110.0,370.0,5.0,29.0,0.0,6.0,72.0,389.0,18.0,3.0,4.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,22.0,0.0,1.0,0.0,5.0,12.0,127.0,12.0,0.0,5.0,22.0,56.0,21.0,CA0130000
3,2020.0,109.0,197.0,5.0,33.0,0.0,5.0,29.0,133.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,1.0,11.0,7.0,6.0,0.0,4.0,5.0,82.0,21.0,0.0,4.0,17.0,26.0,10.0,CA0130000
4,2022.0,87.0,223.0,7.0,24.0,0.0,2.0,26.0,121.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,3.0,107.0,7.0,0.0,2.0,23.0,28.0,4.0,CA0130000
0,2017.0,78.0,594.0,5.0,64.0,0.0,1.0,33.0,475.0,20.0,0.0,1.0,5.0,0.0,0.0,0.0,12.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,109.0,28.0,0.0,14.0,43.0,28.0,4.0,CA0130100
1,2018.0,60.0,603.0,1.0,48.0,0.0,6.0,52.0,554.0,19.0,1.0,4.0,14.0,0.0,0.0,0.0,15.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,143.0,25.0,0.0,8.0,40.0,29.0,11.0,CA0130100
2,2019.0,62.0,531.0,7.0,46.0,0.0,7.0,40.0,386.0,12.0,0.0,4.0,2.0,0.0,0.0,0.0,22.0,1.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,108.0,29.0,0.0,14.0,43.0,36.0,9.0,CA0130100
3,2020.0,40.0,154.0,0.0,23.0,0.0,3.0,19.0,102.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,10.0,0.0,2.0,1.0,3.0,0.0,1.0,5.0,100.0,18.0,0.0,7.0,24.0,13.0,4.0,CA0130100
4,2022.0,63.0,184.0,5.0,14.0,0.0,1.0,15.0,64.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,44.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,4.0,78.0,13.0,0.0,0.0,17.0,13.0,3.0,CA0130100
0,2017.0,57.0,159.0,3.0,53.0,7.0,7.0,23.0,76.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,2.0,0.0,9.0,55.0,16.0,0.0,4.0,23.0,12.0,5.0,CA0130200
1,2018.0,51.0,147.0,4.0,51.0,0.0,4.0,20.0,80.0,26.0,1.0,1.0,5.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,2.0,0.0,0.0,3.0,8.0,62.0,11.0,0.0,7.0,17.0,19.0,5.0,CA0130200
2,2019.0,44.0,143.0,5.0,48.0,0.0,6.0,17.0,91.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,6.0,8.0,76.0,7.0,0.0,2.0,7.0,10.0,6.0,CA0130200
3,2020.0,51.0,86.0,3.0,13.0,0.0,0.0,10.0,19.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,11.0,32.0,3.0,0.0,3.0,7.0,10.0,2.0,CA0130200
4,2022.0,24.0,157.0,9.0,12.0,1.0,14.0,26.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,9.0,42.0,3.0,0.0,8.0,16.0,15.0,5.0,CA0130200
0,2017.0,104.0,464.0,4.0,69.0,0.0,3.0,58.0,270.0,25.0,1.0,2.0,3.0,0.0,0.0,0.0,79.0,1.0,0.0,6.0,0.0,1.0,0.0,4.0,15.0,189.0,27.0,0.0,5.0,31.0,26.0,9.0,CA0130400
1,2018.0,89.0,462.0,4.0,68.0,0.0,4.0,76.0,297.0,13.0,2.0,5.0,13.0,0.0,0.0,0.0,68.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,12.0,167.0,23.0,0.0,9.0,31.0,21.0,11.0,CA0130400
2,2019.0,81.0,424.0,2.0,78.0,1.0,8.0,69.0,284.0,14.0,1.0,4.0,12.0,0.0,0.0,0.0,47.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,20.0,168.0,23.0,0.0,5.0,31.0,22.0,8.0,CA0130400
3,2020.0,96.0,173.0,2.0,32.0,0.0,1.0,39.0,142.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,18.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,23.0,125.0,30.0,0.0,1.0,19.0,18.0,5.0,CA0130400
4,2022.0,60.0,347.0,8.0,15.0,0.0,2.0,92.0,88.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,35.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,12.0,145.0,15.0,0.0,1.0,24.0,12.0,2.0,CA0130400
0,2017.0,15.0,47.0,0.0,0.0,0.0,1.0,8.0,34.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,2.0,0.0,0.0,2.0,3.0,0.0,CA0130500
1,2018.0,2.0,16.0,0.0,5.0,0.0,1.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,CA0130500
2,2019.0,0.0,22.0,1.0,3.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,CA0130500
3,2020.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,CA0130500
4,2022.0,5.0,39.0,0.0,1.0,0.0,1.0,4.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,4.0,2.0,1.0,CA0130500
0,2017.0,23.0,45.0,0.0,5.0,0.0,3.0,8.0,25.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,15.0,4.0,0.0,4.0,3.0,3.0,1.0,CA0130600
1,2018.0,16.0,47.0,0.0,7.0,0.0,5.0,12.0,29.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,2.0,1.0,0.0,CA0130600
2,2019.0,10.0,78.0,0.0,4.0,0.0,4.0,27.0,40.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,2.0,4.0,3.0,2.0,CA0130600
3,2020.0,17.0,76.0,0.0,6.0,0.0,1.0,20.0,31.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,0.0,2.0,3.0,4.0,1.0,CA0130600
4,2022.0,25.0,41.0,1.0,5.0,0.0,1.0,18.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,4.0,0.0,CA0130600
0,2017.0,4.0,18.0,0.0,3.0,0.0,2.0,5.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,CA0130700
1,2018.0,10.0,17.0,0.0,4.0,0.0,0.0,2.0,33.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,2.0,0.0,CA0130700
2,2020.0,14.0,15.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,3.0,3.0,1.0,CA0130700
0,2017.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA013080X
1,2018.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA013080X
2,2019.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA013080X
0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CA0139920
1,2022.0,1.0,3.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,CA0139920
0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0139925
1,2022.0,1.0,10.0,0.0,0.0,0.0,0.0,216.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,CA0139925
0,2017.0,70.0,146.0,2.0,11.0,0.0,0.0,17.0,40.0,61.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,49.0,1.0,0.0,0.0,6.0,17.0,1.0,CA0140000
1,2018.0,74.0,228.0,0.0,7.0,0.0,2.0,8.0,37.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0,2.0,5.0,15.0,0.0,CA0140000
2,2019.0,59.0,211.0,0.0,10.0,0.0,1.0,3.0,33.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,0.0,2.0,7.0,9.0,0.0,CA0140000
3,2020.0,67.0,164.0,1.0,7.0,0.0,0.0,1.0,31.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,8.0,8.0,2.0,CA0140000
4,2022.0,43.0,141.0,3.0,8.0,0.0,4.0,1.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,7.0,3.0,3.0,CA0140000
0,2017.0,33.0,105.0,0.0,34.0,1.0,4.0,16.0,33.0,59.0,2.0,2.0,2.0,0.0,0.0,0.0,17.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,44.0,5.0,0.0,1.0,5.0,2.0,2.0,CA0140100
1,2018.0,29.0,99.0,0.0,86.0,0.0,7.0,22.0,32.0,57.0,0.0,3.0,9.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,22.0,1.0,0.0,17.0,13.0,4.0,1.0,CA0140100
2,2019.0,25.0,72.0,0.0,19.0,0.0,3.0,25.0,21.0,33.0,1.0,0.0,4.0,0.0,0.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,26.0,3.0,0.0,3.0,6.0,3.0,2.0,CA0140100
3,2020.0,13.0,61.0,0.0,11.0,0.0,3.0,14.0,39.0,29.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,0.0,9.0,9.0,3.0,0.0,CA0140100
4,2022.0,27.0,47.0,0.0,4.0,0.0,2.0,32.0,21.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,2.0,3.0,1.0,1.0,CA0140100
0,2021.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA0149925
1,2022.0,4.0,3.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,CA0149925
0,2017.0,953.0,3378.0,6.0,284.0,0.0,14.0,57.0,1993.0,565.0,2.0,53.0,35.0,0.0,0.0,0.0,146.0,42.0,1.0,79.0,20.0,3.0,1.0,17.0,106.0,1064.0,349.0,0.0,37.0,106.0,312.0,91.0,CA0150000
1,2018.0,1055.0,3693.0,7.0,308.0,3.0,26.0,87.0,2211.0,594.0,5.0,64.0,43.0,49.0,0.0,0.0,193.0,29.0,6.0,74.0,29.0,3.0,9.0,19.0,104.0,1273.0,451.0,0.0,15.0,168.0,401.0,63.0,CA0150000
2,2019.0,1013.0,3715.0,5.0,292.0,1.0,21.0,74.0,2300.0,439.0,7.0,70.0,36.0,17.0,0.0,0.0,188.0,63.0,2.0,67.0,16.0,5.0,0.0,18.0,123.0,1233.0,340.0,0.0,11.0,171.0,353.0,74.0,CA0150000
3,2020.0,1145.0,1692.0,6.0,241.0,0.0,11.0,92.0,1369.0,250.0,2.0,46.0,32.0,26.0,0.0,0.0,96.0,8.0,6.0,64.0,32.0,7.0,0.0,19.0,104.0,1004.0,449.0,0.0,4.0,192.0,253.0,83.0,CA0150000
4,2022.0,1107.0,1609.0,13.0,255.0,0.0,8.0,100.0,1082.0,229.0,4.0,9.0,31.0,0.0,0.0,0.0,91.0,4.0,5.0,77.0,36.0,10.0,1.0,17.0,133.0,1022.0,577.0,0.0,0.0,137.0,286.0,108.0,CA0150000
0,2017.0,64.0,71.0,0.0,5.0,0.0,0.0,37.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,5.0,45.0,6.0,0.0,0.0,5.0,14.0,3.0,CA0150100
1,2018.0,60.0,101.0,0.0,11.0,1.0,5.0,10.0,22.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,13.0,28.0,5.0,0.0,0.0,8.0,19.0,2.0,CA0150100
2,2019.0,74.0,93.0,1.0,5.0,1.0,1.0,20.0,22.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,39.0,4.0,0.0,0.0,8.0,17.0,5.0,CA0150100
3,2020.0,80.0,119.0,0.0,6.0,2.0,4.0,36.0,27.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,56.0,14.0,0.0,0.0,15.0,20.0,2.0,CA0150100
4,2022.0,42.0,86.0,1.0,6.0,0.0,0.0,27.0,13.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,13.0,0.0,1.0,0.0,2.0,4.0,37.0,2.0,0.0,0.0,9.0,15.0,2.0,CA0150100
0,2017.0,1027.0,3866.0,12.0,723.0,0.0,15.0,990.0,3980.0,1636.0,13.0,47.0,75.0,14.0,0.0,0.0,506.0,39.0,3.0,123.0,43.0,2.0,185.0,51.0,294.0,1582.0,635.0,0.0,25.0,359.0,440.0,137.0,CA0150200
1,2018.0,971.0,2441.0,5.0,621.0,0.0,13.0,888.0,2972.0,982.0,7.0,31.0,65.0,26.0,0.0,0.0,417.0,34.0,2.0,104.0,57.0,3.0,180.0,36.0,373.0,1409.0,541.0,0.0,20.0,352.0,389.0,109.0,CA0150200
2,2019.0,901.0,2560.0,9.0,628.0,0.0,21.0,886.0,3233.0,939.0,11.0,32.0,86.0,11.0,0.0,0.0,385.0,16.0,4.0,120.0,38.0,1.0,96.0,36.0,240.0,1516.0,592.0,0.0,34.0,382.0,490.0,91.0,CA0150200
